Ref No,Contract Title,Department,OJEU,Awarded,Has ext option,Expired,Service Type,Actual Cost,Duration  (months),Extended,Framework Agreement,Initial start date,Initial end date,Ext start date,Ext end date,Actual exp date,Contracts awarded to
5260,E-Tendering,Procurement,No,Yes,No,Yes,Goods/Service,"£ 55,000",48,No,NWCE Framework,19/11/2010,18/11/2014,,,18/11/2014, Due North Ltd
5259,Hot & Cold Water Services Modification,Technical and Service Support,No,Yes,No,Yes,Works,"£ 23,550",1,No,,28/03/2011,14/04/2011,,,14/04/2011, Bennett Mechanical Services
5258,Home Fire Safety Check and Smoke Alarm Fitting Service,Fire Safety (Statutory and Community),No,Yes,Yes,Yes,Goods/Service,£ 0,12,No,,01/02/2010,31/01/2011,,,31/01/2011," Barnet Homes - N58006, Age Concern, Tower Hamlets - N86008 , Age Concern, Tower Hamlets - N86007, Age Concern, Havering - N72008, Age Concern, Bromley - N61010, Metropolitan Police Home Security Scheme, Chiswick - N74013, Victim Support Bromley - N61011, NEAT, LB Newham - N81004, Age Concern, Wandsworth - N88014, Mascot Telecare, Morden - N80005, Elders Voice, Kensal Green - N60007, Victim Support, Wandsworth - N88013, Bishop Creighton House - N69017 - variation, Barnet Homes - N58003 - variation, Housing Disability & Home Improvement Team, Greenwich - N67008, Bishop Creighton House - N69018, Bishop Creighton House - N69018 - variation, Age Concern, Havering - N72009, HEET - N87009, Mascot Telecare, Merton - N80006"
5257,Licence to use LFB trade marks,Communications,No,Yes,No,Yes,Goods/Service,£ 0,24,No,,01/02/2010,31/01/2012,,,31/01/2012, London Fire Brigade Welfare Fund Limited
5255,Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 290,000",7,No,,20/03/2011,20/10/2011,,,20/10/2011," George Jones & Son (Contractors) Ltd , Architectural Decorators Ltd"
5254,Resurfacing of Front Yard,Technical and Service Support,Yes,Yes,No,Yes,Works,"£ 34,490",2,No,,14/03/2011,21/04/2011,,,21/04/2011, Diamond Build Plc
5253,Replacement of Electrical Distribution Equipment,Technical and Service Support,No,Yes,No,Yes,Works,"£ 39,519",3,No,,04/01/2011,25/03/2011,,,25/03/2011, T Brown Group Ltd
5252,Provision of Property and Estates Management Services,Technical and Service Support,Yes,Yes,Yes,No,Goods/Service,£ 0,48,Yes,,01/04/2011,31/03/2015,31/03/2015,31/03/2017,, Dron & Wright Ltd
5251,Daylighting Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 45,978",2,No,,12/01/2011,09/03/2011,,,09/03/2011, PJ Harte (Decorating Contractors) Ltd
5250,Bespoke Assessment and Quality Assurance Training,Human Resources Management,No,Yes,No,Yes,Goods/Service,"£ 21,600",12,No,,15/11/2010,14/11/2011,,,14/11/2011, TAQA Professional Development Limited
5249,Fuel Cards,Procurement,No,Yes,No,Yes,Goods/Service,"£ 28,000",48,No,"OGCBS
RM536 Lot 1/A ",17/01/2011,16/01/2015,,,16/01/2015, Arval UK Ltd
5248,Renewal of Front Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 21,500",5,No,,22/11/2010,31/03/2011,,,31/03/2011, Arkas Limited
5247,Project Management Training,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,"£ 58,139",15,No,,03/01/2011,31/03/2012,,,31/03/2012, Capita Business Services Ltd
5246,Provision of a Hydrostatic Cylinder Testing System,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 47,156",36,Yes,,01/12/2010,30/11/2013,,30/11/2014,30/11/2014, Bancroft Hinchey Ltd
5245,Install Replacement DFHW Boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 16,814",1,No,,27/10/2010,10/11/2010,,,10/11/2010, Kier Facilities Services Ltd.
5244,Electrical Adaptations to Essential Services (Phase Three),Technical and Service Support,No,Yes,No,Yes,Works,"£ 152,937",17,No,,17/01/2011,31/05/2012,,,31/05/2012, Lindfield Electrical Services
5243,Hot Water Boilers,Technical and Service Support,No,Yes,No,Yes,Works,£ 0,36,No,,01/02/2011,01/02/2014,,,01/02/2014, Purdy Contracts Ltd
5242,Replacement of Electrical Distribution Equipment containing Asbestos Material,Technical and Service Support,No,Yes,No,Yes,Works,"£ 16,902",1,No,,06/12/2010,24/12/2010,,,24/12/2010, Thomas Sinden Ltd
5241,Renewal of Front Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 30,750",5,No,,04/11/2010,31/03/2011,,,31/03/2011, Arkas Limited
5240,Provision of Childcare Vouchers,Procurement,No,Yes,No,Yes,Goods/Service,"£ 20,000",48,No,MPA SS3/09/320,09/11/2010,08/11/2014,,,08/11/2014, Edenred (UK Group) Ltd
5239,Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 300,000",7,No,,20/01/2011,20/08/2011,,,20/08/2011," TW Scott Ltd, PJ Harte Ltd, Corbett & Sons Ltd, Smith & O'Sullivan Ltd"
5238,Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 200,000",7,No,,20/01/2011,20/08/2011,,,20/08/2011," TW Scott Ltd, Corbett & Sons Ltd, PJ Harte Ltd"
5237,Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 350,000",7,No,,20/01/2011,20/08/2011,,,20/08/2011," TW Scott Ltd, Corbett & Sons Ltd, Smith & O'Sullivan Ltd"
5236,Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 450,000",7,No,,20/01/2011,20/08/2011,,,20/08/2011," Architectural Decorators Ltd, Collins (Contractors) Ltd"
5235,Heating Upgrade & Window Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 599,621",7,No,,31/01/2011,08/08/2011,,,08/08/2011, Frencon Construction Ltd
5234,Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 400,000",7,No,,20/01/2011,20/08/2011,,,20/08/2011," Smith & O'Sullivan Limited, Collins (Contractors) Ltd, Architectural Decorators Ltd"
5233,Five Yearly Periodic Inspection and Testing of Fixed Electrical Installations 2010,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 66,830",4,No,,13/12/2010,25/03/2011,,,25/03/2011, Beaumont Ltd
5232,Renewal of Front Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 21,500",5,No,,18/10/2010,31/03/2011,,,31/03/2011, Arkas Limited
5231,Maintenance and Repair of Trend BMS Systems,Technical and Service Support,No,Yes,Yes,Yes,Works,"£ 52,528",12,No,,01/09/2010,31/08/2011,,,31/08/2011, Pillinger Controls Ltd
5230,Renewal of Boiler and Heating Systems,Technical and Service Support,No,Yes,No,Yes,Works,"£ 76,507",1,No,,01/12/2010,16/12/2010,,,16/12/2010, JSMS Ltd
5229,"Examination, testing, servicing and repairs to Lifting and Restraint Systems",Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,975",7,No,,01/12/2010,30/06/2011,,,30/06/2011, Delphini Ltd
5228,Provision of Internet Service Provider Services,Information and Communications Technology ,No,Yes,Yes,Yes,Goods/Service,"£ 684,504",40,No,Buying Solutions,01/12/2010,31/03/2014,,,31/03/2014, Level 3 Communication
5227,Replacement of Heating Boiler on 3rd Floor,Technical and Service Support,No,Yes,No,Yes,Works,"£ 16,645",1,No,,01/12/2010,17/12/2010,,,17/12/2010, EPS
5226,Replacement of BA Room Extract,Technical and Service Support,No,Yes,No,Yes,Works,"£ 18,799",1,No,,15/11/2010,06/12/2010,,,06/12/2010, EPS
5225,Gymnasium and fitness equipment maintenance,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 150,000",30,Yes,ESPO,25/08/2010,31/03/2013,31/03/2016,31/07/2016,31/07/2016, Sportsafe UK Ltd
5224,Accounting Advice Services,Procurement,No,Yes,No,Yes,Goods/Service,"£ 200,000",48,No,Buying Solutions,15/10/2010,14/10/2014,,,14/10/2014, BDO LLP
5223,Security,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 1,965,000",36,Yes,Buying Solutions,01/01/2011,31/12/2013,,31/12/2015,31/12/2015, MITIE Security (London) Limited
5222,Asbestos Removal works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 58,150",6,No,,31/01/2011,08/08/2011,,,08/08/2011, PA Group (UK) Limited
5221,Financial and commercial advice to FOFT Project,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,"£ 99,586",48,No,Buying Solutions,10/11/2010,09/11/2014,,,09/11/2014, Grant Thornton UK LLP
5220,Firefighting Foam and Containers,Procurement,No,Yes,No,Yes,Goods/Service,"£ 350,000",29,Yes,Firebuy Contract ID: 9642,01/02/2011,30/06/2013,,30/06/2014,30/06/2014, Auxquimia S.A.
5219,Concrete Repairs to Drill Tower,Technical and Service Support,No,Yes,No,Yes,Works,"£ 54,899",2,No,,02/11/2010,14/12/2010,,,14/12/2010, Concrete Repairs Limited
5218,The Installation of Systems to Reduce Air Infiltration in Authority Premises,Technical and Service Support,No,Yes,No,Yes,Works,"£ 70,000",24,No,,10/10/2010,09/10/2012,,,09/10/2012, The Energy Savers Ltd
5217,"Maintenance of Powered and Manually Operated Appliance Bay Doors, Roller Shutters and Rear Gates",Technical and Service Support,No,Yes,Yes,Yes,Works,"£ 51,528",12,No,,01/09/2010,31/08/2011,,,31/08/2011, Arkas Limited
5216,Bus Stop Relocation Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 81,218",2,No,,22/11/2010,28/01/2011,,,28/01/2011, FM Conway Ltd
5215,Signage for Fire Stations,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 50,000",60,No,,14/03/2011,13/03/2016,,,13/03/2016, Wood & Wood International Signs Ltd
5214,Incoming MCWS Upgrade,Technical and Service Support,No,Yes,No,Yes,Works,"£ 16,125",1,No,,10/10/2010,05/11/2010,,,05/11/2010, H&V Building Services
5213,Replacement of Electrical Distribution Equipment containing Asbestos Material,Technical and Service Support,No,Yes,No,Yes,Works,"£ 15,700",1,No,,06/09/2010,01/10/2010,,,01/10/2010, EPS Group Ltd
5211,Lift Maintenance,Technical and Service Support,No,Yes,Yes,Yes,Works,"£ 38,750",12,No,,01/09/2010,31/08/2011,,,31/08/2011, Jackson Lift Services Ltd
5209,WC & Washroom Alteration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 57,447",1,No,,20/09/2010,19/10/2010,,,19/10/2010, Kirkman & Jourdain Ltd
5208,Temporary Labour,Human Resources Management,No,Yes,Yes,Yes,Goods/Service,"£ 8,236,518",36,No,Thames Valley Police Authority Contract 9115,05/10/2010,04/10/2013,,,04/10/2013, Adecco Group UK & Ireland
5206,Coach and Driver Hire,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 120,000",24,No,,01/08/2010,31/03/2012,,,31/03/2012, Anderson Travel Limited
5205,Boiler and Heating Installation Renewal,Technical and Service Support,No,Yes,No,Yes,Works,"£ 117,069",3,No,,01/09/2010,23/11/2010,,,23/11/2010, Kier Facilities Services Ltd.
5204,Replacement of Electrical Distribution Equipment Containing Asbestos Material  ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 26,235",1,No,,06/09/2010,01/10/2010,,,01/10/2010, Thomas Sinden Ltd
5203,Licence to use LFB trade marks,Communications,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,01/04/2010,31/03/2013,,,31/03/2013, Fire Brigade Models Limited
5202,Freezers and Refrigerators,Procurement,No,Yes,No,Yes,Goods/Service,"£ 201,000",28,Yes,ESPO Contract 98,01/09/2010,31/01/2013,,31/01/2014,31/01/2014, Gram (UK) Ltd
5201,Boiler Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 118,222",2,No,,31/08/2010,26/10/2010,,,26/10/2010, H & V Building Services Ltd
5200,Advertising Services,Communications,Yes,Yes,Yes,Yes,Goods/Service,£ 0,36,Yes,,10/09/2010,09/09/2013,,09/09/2015,09/09/2015, Hunterlodge Advertising
5199,Training in Speaking and Presenting with Impact,Operational Resilience and Training Directorate,No,Yes,Yes,Yes,Goods/Service,"£ 78,120",36,No,,01/08/2010,31/03/2012,,,31/03/2012, Thales Training and Consultancy Limited
5198,Provision of level 2 training in line operation techniques for Fire Rescue Unit staff,Operational Resilience and Training Directorate,Yes,Yes,Yes,Yes,Goods/Service,"£ 429,000",24,No,,01/09/2010,31/03/2012,,,31/03/2012, TAG Ltd
5197,Remodelling & Heating System Upgrade,Technical and Service Support,No,Yes,No,Yes,Works,"£ 204,772",4,No,,03/08/2010,22/11/2010,,,22/11/2010, Quinn London Ltd
5196,Supply & Installation of a Ventilation System,Technical and Service Support,No,Yes,No,Yes,Works,"£ 23,038",1,No,,19/07/2010,09/08/2010,,,09/08/2010, EPS Building Services
5195,Replacement of Office Lighting,Technical and Service Support,No,Yes,No,Yes,Works,"£ 14,008",1,No,,25/08/2010,25/09/2010,,,25/09/2010, Lovelock & Taylour Ltd
5194,Design & Build CHP,Technical and Service Support,No,Yes,No,Yes,Works,"£ 592,269",3,No,,27/09/2010,17/12/2010,,,17/12/2010, REAM Contracts
5193,"Provision, Installation and Support of a 1st Tier Storage Solution ",Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 122,718",6,No,Buying Solutions,01/10/2010,31/03/2011,,,31/03/2011, Viglen Limited
5192,MUGA Upgrade,Technical and Service Support,No,Yes,No,Yes,Works,"£ 72,000",1,No,,22/10/2010,22/11/2010,,,22/11/2010, Smith Construction (Heckington) Ltd
5191,Yard Enhancements,Technical and Service Support,No,Yes,No,Yes,Works,"£ 1,298,000",4,No,,20/08/2010,20/12/2010,,,20/12/2010, Dyer & Butler Ltd
5190,Funding agreement relating to Local Intervention Fire Education (LIFE),Fire Safety (Statutory and Community),No,Yes,No,Yes,Goods/Service,"£ 12,000",12,No,,01/04/2010,31/03/2011,,,31/03/2011, London Borough of Enfield
5189,Licence to use LFB trade marks,Communications,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,01/04/2010,31/03/2013,,,31/03/2013, Richmond Toys Limited
5187,Heating System Upgrade,Technical and Service Support,No,Yes,No,Yes,Works,"£ 312,349",3,No,,30/07/2010,08/10/2010,,,08/10/2010, Flowrite Plumbing & Heating Ltd
5185,Long Service Awards,Human Resources Management,Yes,Yes,Yes,Yes,Goods/Service,"£ 224,595",36,No,,25/10/2010,01/10/2011,,,01/10/2011, Edenred (UK Group) LTd
5184,F1 ultra low sulphur diesel,Procurement,No,Yes,No,Yes,Goods/Service,"£ 825,000",24,No,OGC,01/05/2010,30/04/2012,,,30/04/2012, GB Oils Limited
5183,Multi-disciplinary consultancy framework,Technical and Service Support,Yes,Yes,Yes,Yes,Goods/Service,£ 0,48,Yes,,22/11/2010,21/11/2014,21/11/2015,21/11/2016,21/11/2016," Cyril Sweett Limited, Scott Wilson Limited, Mace Limited"
5182,"The supply, delivery, collection and re-cycling of bedding and sundry items",Procurement,Yes,Yes,Yes,Yes,Goods/Service,"£ 180,000",36,Yes,,16/08/2010,15/08/2013,,15/08/2014,15/08/2014, Thomas Kneale & Co Ltd
5181,"Infrastructure and Connectivity for the Provision, Installation and Support of a Wide Area Network ",Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 3,689,185",60,No,Buying Solutions,01/08/2010,31/07/2015,,,31/07/2015, British Telecommunications plc
5180,Disposal of textiles including uniforms and clothing for re-use and re-cycling ,Procurement,No,Yes,No,Yes,Goods/Service,£ 0,60,No,,23/03/2010,23/03/2015,,,23/03/2015, Lawrence M Barry & Co.
5179,Hot fat fryer demonstrators - cleaning and maintenance services,Fire Safety (Statutory and Community),No,Yes,Yes,Yes,Goods/Service,"£ 19,800",36,Yes,,01/05/2010,30/04/2013,,30/04/2015,30/04/2015," Claren Manufacturing Ltd, Banhauser Ltd"
5178,Installation of a Lightning Protection System,Technical and Service Support,No,Yes,No,Yes,Works,"£ 15,178",1,No,,20/05/2010,05/06/2010,,,05/06/2010, CJS Eastern Ltd
5177,Drill Tower remedial works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,588",1,No,,23/07/2010,20/08/2010,,,20/08/2010, FM Restoration Ltd
5176,De-polluted vehicles ,Procurement,Yes,Yes,Yes,Yes,Goods/Service,"£ 700,000",36,Yes,,25/10/2010,24/10/2013,,24/10/2014,24/10/2014," E&S. B. Davis Ltd, Aptco Transport & Crane Services"
5173,Operational research and simulation modelling consultancy services,Information and Communications Technology ,Yes,Yes,Yes,Yes,Goods/Service,"£ 120,000",36,Yes,,01/09/2010,31/08/2013,,31/08/2015,31/08/2015, Operational Research in Health Limited
5172,Temporary/Portable Toilet Facilities,Operational Policy,No,Yes,Yes,Yes,Goods/Service,"£ 5,337",36,No,,01/07/2010,30/06/2013,,,30/06/2013, Wernick Event Hire Ltd
5171,Demolition and Party Wall Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 149,398",3,No,,01/07/2010,20/09/2010,,,20/09/2010, Erith Contractors Ltd
5170,Security Penetration Testing Services,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 13,300",2,No,ICT Services 2007,15/03/2010,30/04/2010,,,30/04/2010, Sopra Group Ltd
5169,Training in line operation techniques,Operational Resilience and Training Directorate,No,Yes,No,Yes,Goods/Service,"£ 19,800",6,No,,01/04/2010,30/09/2010,,,30/09/2010, TAG Limited
5168,Full Internal and External Redecoration,Technical and Service Support,No,Yes,No,Yes,Works,"£ 28,850",2,No,,20/03/2010,15/05/2010,,,15/05/2010, Smith & O'Sullivan Ltd
5167,Cylinder re-charging and hydraulic testing services ,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,£ 0,36,No,,01/01/2010,31/12/2012,,,31/12/2012, Services provided by LFEPA for British Transport Police Alpha Team
5166,HR - E-Recruitment Systems,Procurement,No,Yes,No,Yes,Goods/Service,"£ 13,550",48,No,ESPO Contract 3,31/03/2010,30/03/2014,,,30/03/2014, Tribal Resourcing Limited
5165,Supply of IBC Bunds,Procurement,No,Yes,No,Yes,Goods/Service,£ 990,1,No,,15/04/2010,04/05/2010,,,04/05/2010, New Pig Ltd
5164,Partnership working to improve fire safety activities,Fire Safety (Statutory and Community),No,Yes,No,Yes,Goods/Service,£ 0,36,No,,01/04/2009,31/03/2012,,,31/03/2012, London Borough of Hillingdon
5163,Digital Audio Recording and Transcription Equipment,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 38,980",36,No,,01/03/2010,28/02/2013,,,28/02/2013, Direct Dictation Solutions Ltd.
5162,Full Internal and External Redecoration ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,000",2,No,,01/03/2010,16/04/2010,,,16/04/2010, Corbett & Sons (Builders & Decorators) Limited 
5161,Full Internal and External Redecoration ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 58,735",3,No,,28/02/2010,28/05/2010,,,28/05/2010, PJ Harte (Decorating Contractors) Ltd
5160,Full Internal Redecoration,Technical and Service Support,No,Yes,No,Yes,Works,"£ 13,103",2,No,,01/03/2010,16/04/2010,,,16/04/2010, TW Scott Ltd
5159,Hot Water System & Drying Room Refurbishment ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 43,505",1,No,,10/01/2010,08/02/2010,,,08/02/2010, Soden Construction Ltd
5158,Yard Enhancement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 68,633",3,No,,15/11/2010,30/01/2011,,,30/01/2011, J. Breheny Contractors Ltd
5157,Provision of Consultancy Services for Procurement of a Redecoration Framework Contract ,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 20,000",36,No,,07/06/2010,31/05/2013,,,31/05/2013," Scott Wilson Ltd. (for Stages 1, 2 and 3), Faithorn Farrell Timms (for Stages 2 and 3)"
5156,Full Internal and External Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 42,290",2,No,,17/02/2010,27/04/2010,,,27/04/2010, Smith & O'Sullivan Limited
5155,Yard Enhancement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 49,998",2,No,,10/09/2011,10/11/2011,,,10/11/2011, Ringway Infrastructure Services
5154,Property PFI Project - Noise Assessment Survey Consultancy Services,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 21,150",2,No,,16/02/2010,09/04/2010,,,09/04/2010, Vanguardia Limited
5152,CM and WM Leadership Training Courses - Provision of Exercises and Facilities,Operational Resilience and Training Directorate,Yes,Yes,Yes,Yes,Goods/Service,"£ 96,375",12,Yes,,01/04/2010,31/03/2011,,31/03/2012,31/03/2012," The Bowles Organisation Ltd, Response Development Training Ltd"
5151,Provision of P3 Particle Filters,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 50,000",36,No,,24/03/2010,23/03/2013,,,23/03/2013, Scott Health & Safety Ltd.
5150,Mechanical & Electrical Fire Safety Works ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 51,570",2,No,,23/03/2010,24/05/2010,,,24/05/2010, Lovelock & Taylour Ltd
5149,Supply of Computer Consumables,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 280,000",32,No,OGC & Dorset Police Authority,09/02/2010,30/09/2012,,,30/09/2012, Supplies Team Ltd.
5148,Gymnasium Extension,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 54,679",2,No,,01/03/2010,16/04/2010,,,16/04/2010, Dray Building Ltd
5147,Licence for Firefighter rap video,Fire Safety (Statutory and Community),No,Yes,No,Yes,Goods/Service,"£ 13,999",36,No,,29/10/2009,28/10/2012,,,28/10/2012, Stephen-Remell Coleman and Harvey Sahota
5145,Multi-disciplinary building consultancy framework contract - evaluation of PQQs consultancy services,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 16,625",1,No,OGC,01/02/2010,01/03/2010,,,01/03/2010, DTZ Ltd.
5144,Replacement of Electrical Distribution Equipment Containing Asbestos Material,Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,277",1,No,,15/03/2010,15/04/2010,,,15/04/2010, Thomas Sinden Limited
5143,Hard FM Strategic Review,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 12,104",2,No,OGC,01/01/2010,28/02/2010,,,28/02/2010, Gardiner & Theobald
5142,FIT Team Alterations,Technical and Service Support,No,Yes,No,Yes,Works,"£ 87,530",2,No,,20/02/2010,20/04/2010,,,20/04/2010, Kirkman and Jourdain Ltd
5141,Supply and Delivery of Building Materials,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 21,363",43,Yes,OGCBS,01/03/2010,30/09/2013,30/09/2013,30/09/2014,30/09/2014, Grafton Merchanting GB Ltd.
5140,Installation of a replacement direct fired hot water boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 21,143",1,No,,22/01/2010,19/02/2010,,,19/02/2010, Kier Facilities Services Ltd.
5139,Installation of a replacement direct fired hot water boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 21,463",1,No,,22/01/2010,19/02/2010,,,19/02/2010, Kier Facilities Services Ltd.
5138,Installation of a replacement direct fired hot water boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 21,463",1,No,,22/01/2010,19/02/2010,,,19/02/2010, Kier Facilities Services Ltd.
5137,Installation of two replacement direct fired hot water boilers,Technical and Service Support,No,Yes,No,Yes,Works,"£ 31,767",1,No,,05/01/2010,02/02/2010,,,02/02/2010, EPS Group Ltd.
5136,Boiler and Heating Installation Renewal,Technical and Service Support,No,Yes,No,Yes,Works,"£ 107,020",3,No,,20/01/2010,20/04/2010,,,20/04/2010, Bennett Mechanical Services
5135,Design Consultancy Services,Communications,No,Yes,Yes,Yes,Goods/Service,£ 0,36,No,Authority ,01/03/2010,28/02/2013,,,28/02/2013," E Christian & Co Ltd T/A EC Group, Morning Limited, Vimit Punater, Design Study Limited, Crispin Hughes, Studio Muse, Bright Light Communications Ltd, Butcher & Gundersen Ltd, Em-Project Limited, Higher Ground Creative, Rowan O'Duffy, Sign Graphic Design"
5134,New Direct Fired Hot Water Boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,183",2,No,,01/02/2010,19/03/2010,,,19/03/2010, Mid Essex Heating (London) Ltd
5133,New Direct Fired Hot Water Boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,328",1,No,,09/02/2010,12/03/2010,,,12/03/2010, EPS Group Ltd
5132,"BA recharge, suit testing and driver training facilities",Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 860,994",7,No,,01/03/2010,30/09/2010,,,30/09/2010, Frencon Construction Ltd
5131,Supply of Flavia machine consumables and ancillary products,Procurement,No,Yes,Yes,Yes,Goods/Service,"£ 30,000",24,No,TfL,14/09/2009,14/09/2011,,,14/09/2011, Seymour Valentine Limited
5130,Window Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 65,638",1,No,,12/04/2010,30/04/2010,,,30/04/2010, Aspen Windows Ltd
5129,Provision of Merchandising and Promotional Items,Procurement,Yes,Yes,Yes,Yes,Goods/Service,"£ 88,000",36,Yes,,03/05/2010,02/05/2013,,02/05/2014,02/05/2014, Get Yourself Noticed Ltd
5128,Window Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 40,078",2,No,,23/01/2010,31/03/2010,,,31/03/2010, Prima Systems South East Ltd
5127,Impact Assessments,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 18,300",3,No,ICT Services 2007,10/01/2010,01/04/2010,,,01/04/2010, Actica Consulting Ltd
5126,Undertakings to carry out works under RM 2006,Technical and Service Support,No,Yes,No,Yes,Works,£ 0,48,No,,30/10/2009,29/10/2013,,,29/10/2013," Acorn Mechanical Services Ltd., Amey Mechanical & Electrical Services Ltd., ARG Contracts Ltd., Aria Building Services Ltd T/A Aria Climate Systems, Arkas Limited, Beaumont Ltd., Bennett Mechanical Services, C & S Heating Ltd., C.B.S. Maintenance Services Ltd., Cemplas W & CR Limited, Collins (Contractors) Ltd., Concrete Repairs Limited, CRS Roofing Contractors, C.W. Gosling Ltd., EPS Group Limited, FM Conway Ltd, Four Square Asphalt Co. Ltd, Giles Contract Services, J & C Builders, Kier Facilities Services Limited, Kirkman and Jourdain Ltd, Lakehouse Contracts Ltd, Lovelock & Taylour Limited, Mid Essex Heating (London) Ltd, Mindgrade Ltd, Norland UK Services, Pillinger Controls Ltd, P.J. Harte (Decorating Contractors) Ltd., Primo Facilities Management Ltd, Purdy Contracts Ltd, R.J. Holland Ltd, Richco Limited, Riley Flooring Co. (London) Ltd., Safeguard Pest Control and Environmental Services Ltd, Silverdell UK Ltd., T Brown Group, T.E. Beach (Contractors) Ltd, The Waterflow Group plc, Thomas Sinden Ltd, Tower Asphalt Ltd, W. Portsmouth & Co. Ltd, Waltham Forest Engineering Ltd, Watson & May Ltd"
5125,Geotechnical and Environmental Surveys for the Property PFI Project,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 95,231",12,No,,11/01/2010,06/01/2011,,,06/01/2011, Campbell Reith Hill LLP
5124,Provision of e-HR Technical Requirements Analysis,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 17,250",1,No,LFB,25/11/2009,20/12/2009,,,20/12/2009, Mentis Management Consultants Ltd
5123,Supply of jackets and T-shirts for Inter-Liaison Officers ,Procurement,No,Yes,No,Yes,Goods/Service,£ 0,12,No,,01/11/2009,31/10/2010,,,31/10/2010, Keela International Limited
5122,Electrical Adaptations to Essential Services,Technical and Service Support,No,Yes,No,Yes,Works,"£ 81,989",5,No,,16/01/2010,31/05/2010,,,31/05/2010, McGoff & Vickers Ltd
5121,Renewal of Appliance Bay Floor,Technical and Service Support,No,Yes,No,Yes,Works,"£ 77,690",2,No,,22/02/2010,27/04/2010,,,27/04/2010, Richco Limited
5120,Renewal of Appliance Bay Doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,255",1,No,,20/11/2009,20/12/2009,,,20/12/2009, Jewers Doors Ltd
