 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Location Description
140813,BRITISH GAS BUSINESS==========,6890008141,19,61.04,ELECTRICITY,02/10/14,,CLAPHAM FS
140813,BRITISH GAS BUSINESS==========,6890008141,20,31.85,ELECTRICITY,02/10/14,,CLAPHAM FS
140813,BRITISH GAS BUSINESS==========,6890008141,21,57.44,ELECTRICITY,02/10/14,,CLAPHAM FS
140813,BRITISH GAS BUSINESS==========,6890008141,22,162.53,ELECTRICITY,02/10/14,,CLERKENWELL FIRE STATION
140813,BRITISH GAS BUSINESS==========,6890008141,23,22.67,ELECTRICITY,02/10/14,,CLERKENWELL FIRE STATION
140813,BRITISH GAS BUSINESS==========,6890008141,24,13.21,ELECTRICITY,02/10/14,,CLERKENWELL FIRE STATION
140813,BRITISH GAS BUSINESS==========,6890008141,25,16.83,ELECTRICITY,02/10/14,,CLERKENWELL FIRE STATION
140813,BRITISH GAS BUSINESS==========,6890008141,26,545.27,ELECTRICITY,02/10/14,,CROYDON FS
140813,BRITISH GAS BUSINESS==========,6890008141,27,823.99,ELECTRICITY,02/10/14,,CROYDON FS
140813,BRITISH GAS BUSINESS==========,6890008141,28,743.94,ELECTRICITY,02/10/14,,DAGENHAM FIRE STATION
140813,BRITISH GAS BUSINESS==========,6890008141,29,377.59,ELECTRICITY,02/10/14,,DEPTFORD FS
140813,BRITISH GAS BUSINESS==========,6890008141,30,319.95,ELECTRICITY,02/10/14,,DOCKHEAD FS
140813,BRITISH GAS BUSINESS==========,6890008141,31,60.88,ELECTRICITY,02/10/14,,DOWNHAM FS
140813,BRITISH GAS BUSINESS==========,6890008141,32,355.21,ELECTRICITY,02/10/14,,EALING FS
140813,BRITISH GAS BUSINESS==========,6890008141,33,349.53,ELECTRICITY,02/10/14,,EAST GREENWICH FS
140813,BRITISH GAS BUSINESS==========,6890008141,34,713.52,ELECTRICITY,02/10/14,,EAST HAM FIRE STATION
140813,BRITISH GAS BUSINESS==========,6890008141,35,458.26,ELECTRICITY,02/10/14,,EDMONTON FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,1,174.11,ELECTRICITY,02/10/14,"13,313.19",KINGSLAND FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,2,164.87,ELECTRICITY,02/10/14,,KINGSTON FS
140815,BRITISH GAS BUSINESS==========,6890008143,3,56.60,ELECTRICITY,02/10/14,,KNIGHTSBRIDGE FS
140815,BRITISH GAS BUSINESS==========,6890008143,4,29.07,ELECTRICITY,02/10/14,,KNIGHTSBRIDGE FS
140815,BRITISH GAS BUSINESS==========,6890008143,5,189.87,ELECTRICITY,02/10/14,,KNIGHTSBRIDGE FS
140815,BRITISH GAS BUSINESS==========,6890008143,6,241.29,ELECTRICITY,02/10/14,,LAMBETH RIVER FS
140815,BRITISH GAS BUSINESS==========,6890008143,7,38.52,ELECTRICITY,02/10/14,,LEE GREEN FS
140815,BRITISH GAS BUSINESS==========,6890008143,8,357.38,ELECTRICITY,02/10/14,,LEE GREEN FS
140815,BRITISH GAS BUSINESS==========,6890008143,9,908.30,ELECTRICITY,02/10/14,,LEWISHAM FS
140815,BRITISH GAS BUSINESS==========,6890008143,10,639.87,ELECTRICITY,02/10/14,,LEYTON FS
140815,BRITISH GAS BUSINESS==========,6890008143,11,426.11,ELECTRICITY,02/10/14,,LEYTONSTONE FS
140815,BRITISH GAS BUSINESS==========,6890008143,12,220.31,ELECTRICITY,02/10/14,,MILL HILL FS
140815,BRITISH GAS BUSINESS==========,6890008143,13,"1,619.40",ELECTRICITY,02/10/14,,MILLWALL FS
140815,BRITISH GAS BUSINESS==========,6890008143,14,285.19,ELECTRICITY,02/10/14,,MITCHAM FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,15,688.89,ELECTRICITY,02/10/14,,NEW CROSS FS
140815,BRITISH GAS BUSINESS==========,6890008143,16,264.23,ELECTRICITY,02/10/14,,PREMISES HOLDING A/C HQ
140815,BRITISH GAS BUSINESS==========,6890008143,17,160.56,ELECTRICITY,02/10/14,,NEW MALDEN FS
140815,BRITISH GAS BUSINESS==========,6890008143,18,300.01,ELECTRICITY,02/10/14,,NORBURY FS
140815,BRITISH GAS BUSINESS==========,6890008143,19,534.36,ELECTRICITY,02/10/14,,NORTH KENSINGTON FS
140815,BRITISH GAS BUSINESS==========,6890008143,20,312.43,ELECTRICITY,02/10/14,,NORTHOLT FS
140815,BRITISH GAS BUSINESS==========,6890008143,21,390.79,ELECTRICITY,02/10/14,,ORPINGTON FS
140815,BRITISH GAS BUSINESS==========,6890008143,22,"1,005.87",ELECTRICITY,02/10/14,,PADDINGTON FS
140815,BRITISH GAS BUSINESS==========,6890008143,23,383.76,ELECTRICITY,02/10/14,,PARK ROYAL FS
140815,BRITISH GAS BUSINESS==========,6890008143,24,433.58,ELECTRICITY,02/10/14,,PECKHAM FS
140815,BRITISH GAS BUSINESS==========,6890008143,25,316.45,ELECTRICITY,02/10/14,,PLUMSTEAD FS
140815,BRITISH GAS BUSINESS==========,6890008143,26,690.69,ELECTRICITY,02/10/14,,POPLAR FS
140815,BRITISH GAS BUSINESS==========,6890008143,27,330.39,ELECTRICITY,02/10/14,,PURLEY FS
140815,BRITISH GAS BUSINESS==========,6890008143,28,327.78,ELECTRICITY,02/10/14,,ROMFORD FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,29,279.00,ELECTRICITY,02/10/14,,RUISLIP FS
140815,BRITISH GAS BUSINESS==========,6890008143,30,394.72,ELECTRICITY,02/10/14,,SHADWELL FS
140815,BRITISH GAS BUSINESS==========,6890008143,31,579.26,ELECTRICITY,02/10/14,,PREMISES HOLDING A/C HQ
140815,BRITISH GAS BUSINESS==========,6890008143,32,454.82,ELECTRICITY,02/10/14,,SHOREDITCH FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,33,33.61,ELECTRICITY,02/10/14,,SHOREDITCH FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,34,30.00,ELECTRICITY,02/10/14,,SHOREDITCH FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,35,24.53,ELECTRICITY,02/10/14,,SHOREDITCH FIRE STATION
140815,BRITISH GAS BUSINESS==========,6890008143,36,26.57,ELECTRICITY,02/10/14,,SHOREDITCH FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,1,574.33,ELECTRICITY,02/10/14,"14,602.74",SIDCUP FS
140816,BRITISH GAS BUSINESS==========,6890008144,2,198.87,ELECTRICITY,02/10/14,,SILVERTOWN FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,3,720.73,ELECTRICITY,02/10/14,,SOHO FS
140816,BRITISH GAS BUSINESS==========,6890008144,4,341.15,ELECTRICITY,02/10/14,,SOUTHALL FS
140816,BRITISH GAS BUSINESS==========,6890008144,5,239.65,ELECTRICITY,02/10/14,,SOUTHALL FS
140816,BRITISH GAS BUSINESS==========,6890008144,6,136.28,ELECTRICITY,02/10/14,,SOUTHGATE FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,7,287.80,ELECTRICITY,02/10/14,,PREMISES HOLDING A/C HQ
140816,BRITISH GAS BUSINESS==========,6890008144,8,172.00,ELECTRICITY,02/10/14,,STANMORE FS
140816,BRITISH GAS BUSINESS==========,6890008144,9,448.95,ELECTRICITY,02/10/14,,STOKE NEWINGTON FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,10,"2,688.30",ELECTRICITY,02/10/14,,STRATFORD FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,11,690.12,ELECTRICITY,02/10/14,,STRATFORD FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,12,241.84,ELECTRICITY,02/10/14,,SURBITON FS
140816,BRITISH GAS BUSINESS==========,6890008144,13,24.50,ELECTRICITY,02/10/14,,SURBITON FS
140816,BRITISH GAS BUSINESS==========,6890008144,14,140.31,ELECTRICITY,02/10/14,,SUTTON FS
140816,BRITISH GAS BUSINESS==========,6890008144,15,595.71,ELECTRICITY,02/10/14,,TOOTING FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,16,484.31,ELECTRICITY,02/10/14,,TOTTENHAM FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,17,408.58,ELECTRICITY,02/10/14,,TWICKENHAM FS
140816,BRITISH GAS BUSINESS==========,6890008144,18,445.08,ELECTRICITY,02/10/14,,WEST NORWOOD FS
140816,BRITISH GAS BUSINESS==========,6890008144,19,692.63,ELECTRICITY,02/10/14,,WALTHAMSTOW FS
140816,BRITISH GAS BUSINESS==========,6890008144,20,438.56,ELECTRICITY,02/10/14,,WANDSWORTH FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,21,"1,250.46",ELECTRICITY,02/10/14,,WEMBLEY FS
140816,BRITISH GAS BUSINESS==========,6890008144,22,334.28,ELECTRICITY,02/10/14,,WENNINGTON FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,23,338.78,ELECTRICITY,02/10/14,,WEST HAMPSTEAD FS
140816,BRITISH GAS BUSINESS==========,6890008144,24,484.53,ELECTRICITY,02/10/14,,WEST NORWOOD FS
140816,BRITISH GAS BUSINESS==========,6890008144,25,19.24,ELECTRICITY,02/10/14,,WESTMINSTER FS
140816,BRITISH GAS BUSINESS==========,6890008144,26,16.74,ELECTRICITY,02/10/14,,WESTMINSTER FS
140816,BRITISH GAS BUSINESS==========,6890008144,27,14.60,ELECTRICITY,02/10/14,,WESTMINSTER FS
140816,BRITISH GAS BUSINESS==========,6890008144,28,292.32,ELECTRICITY,02/10/14,,WESTMINSTER FS
140816,BRITISH GAS BUSINESS==========,6890008144,29,436.34,ELECTRICITY,02/10/14,,WHITECHAPEL FS
140816,BRITISH GAS BUSINESS==========,6890008144,30,250.62,ELECTRICITY,02/10/14,,WILLESDEN FS
140816,BRITISH GAS BUSINESS==========,6890008144,31,360.19,ELECTRICITY,02/10/14,,WIMBLEDON FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,32,325.41,ELECTRICITY,02/10/14,,WOODFORE FIRE STATION
140816,BRITISH GAS BUSINESS==========,6890008144,33,401.62,ELECTRICITY,02/10/14,,WOODSIDE FS
140816,BRITISH GAS BUSINESS==========,6890008144,34,13.86,ELECTRICITY,02/10/14,,WOOLWICH FS
140816,BRITISH GAS BUSINESS==========,6890008144,35,94.05,ELECTRICITY,02/10/14,,WOOLWICH FS
140823,DEFENCE BUSINESS SERVICES,7377680,1,"33,967.60",HIRE OF FACILITIES,02/10/14,"33,967.60",BUSINESS CONTINUITY
250914C,G4S FIRE & SECURITY SYSTEMS UK,876190,1,508.21,PREMISES SECURITY,02/10/14,508.21,CROYDON FS
180914C,DRAEGER SAFETY UK LIMITED=====,90456736,1,166.65,PROTECTIVE EQUIPT - PARTS,02/10/14,"2,619.55",
180914C,DRAEGER SAFETY UK LIMITED=====,90456736,2,36.90,PROTECTIVE EQUIPT - PARTS,02/10/14,,
180914C,DRAEGER SAFETY UK LIMITED=====,90456736,3,876.00,PROTECTIVE EQUIPT - PARTS,02/10/14,,
180914C,DRAEGER SAFETY UK LIMITED=====,90456736,4,132.00,PROTECTIVE EQUIPT - PARTS,02/10/14,,
180914C,DRAEGER SAFETY UK LIMITED=====,90456736,5,212.40,PROTECTIVE EQUIPT - PARTS,02/10/14,,
180914C,DRAEGER SAFETY UK LIMITED=====,90456736,6,380.20,PROTECTIVE EQUIPT - PARTS,02/10/14,,
180914C,DRAEGER SAFETY UK LIMITED=====,90456736,7,815.40,PROTECTIVE EQUIPT - PARTS,02/10/14,,
240914G,DRAEGER SAFETY UK LIMITED=====,90456949,1,396.55,PROTECTIVE EQUIPT - PARTS,02/10/14,396.55,
220914D,DRAEGER SAFETY UK LIMITED=====,90457110,1,"3,892.20",PROTECTIVE EQUIPT - PARTS,02/10/14,"3,892.20",
160914E,CAPITA SECURE INFO SOLUTIONS,93879550,1,225.00,RADIO,02/10/14,675.00,ORPINGTON FS
160914E,CAPITA SECURE INFO SOLUTIONS,93879550,2,225.00,RADIO,02/10/14,,DOWGATE FIRE STATION
160914E,CAPITA SECURE INFO SOLUTIONS,93879550,3,225.00,RADIO,02/10/14,,KINGSTON FS
150914C,CAPITA SECURE INFO SOLUTIONS,93879623,1,"53,214.26",CAMS CONTRACT,02/10/14,"53,214.26",C & M SERVICE TEAM
150914C,CAPITA SECURE INFO SOLUTIONS,93879821,1,"13,682.62",CAMS CONTRACT,02/10/14,"13,682.62",C & M SERVICE TEAM
290914G,E&S B DAVIS LTD,DAV/52001,1,360.00,OPERATIONAL EQUIP-PURCHASE,02/10/14,360.00,BETHNAL GREEN FS
290914G,E&S B DAVIS LTD,DAV/52344,1,360.00,OPERATIONAL EQUIP-PURCHASE,02/10/14,360.00,ISLINGTON FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,1,808.40,FUEL,02/10/14,"20,061.85",CENTRAL DEPARTMENT ACCOUNT
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,2,727.70,FUEL,02/10/14,,EDMONTON FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,3,534.87,FUEL,02/10/14,,CORPORATE PROCUREMENT SERVICES
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,4,501.01,FUEL,02/10/14,,WEMBLEY FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,5,480.49,FUEL,02/10/14,,TOTTENHAM FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,6,406.31,FUEL,02/10/14,,PADDINGTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,7,397.55,FUEL,02/10/14,,HENDON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,8,392.80,FUEL,02/10/14,,DAGENHAM FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,9,369.46,FUEL,02/10/14,,PLUMSTEAD FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,10,354.40,FUEL,02/10/14,,LAMBETH FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,11,345.36,FUEL,02/10/14,,FIRE INVESTIGATION UNIT
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,12,339.28,FUEL,02/10/14,,ENFIELD FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,13,328.61,FUEL,02/10/14,,HOMERTON FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,14,326.16,FUEL,02/10/14,,WENNINGTON FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,15,325.60,FUEL,02/10/14,,HILLINGDON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,16,314.48,FUEL,02/10/14,,WEST NORWOOD FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,17,305.19,FUEL,02/10/14,,BROMLEY FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,18,304.71,FUEL,02/10/14,,HORNSEY FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,19,303.86,FUEL,02/10/14,,HESTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,20,303.26,FUEL,02/10/14,,WEST HAMPSTEAD FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,21,301.34,FUEL,02/10/14,,CLAPHAM FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,22,292.18,FUEL,02/10/14,,EAST HAM FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,23,290.74,FUEL,02/10/14,,NORTH KENSINGTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,24,280.26,FUEL,02/10/14,,GREENWICH FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,25,279.83,FUEL,02/10/14,,NORBURY FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,26,274.92,FUEL,02/10/14,,WIMBLEDON FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,27,270.46,FUEL,02/10/14,,EAST GREENWICH FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,28,269.81,FUEL,02/10/14,,CHELSEA FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,29,267.62,FUEL,02/10/14,,ISLINGTON FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,30,261.45,FUEL,02/10/14,,BARKING FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,31,250.90,FUEL,02/10/14,,ORPINGTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,32,244.95,FUEL,02/10/14,,BRIXTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,33,230.22,FUEL,02/10/14,,HOLLOWAY FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,34,213.49,FUEL,02/10/14,,TOOTING FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,35,209.85,FUEL,02/10/14,,EUSTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,36,209.47,FUEL,02/10/14,,SOUTHALL FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,37,208.00,FUEL,02/10/14,,STOKE NEWINGTON FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,38,206.72,FUEL,02/10/14,,WOODSIDE FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,39,202.40,FUEL,02/10/14,,BEXLEY FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,40,194.41,FUEL,02/10/14,,PARK ROYAL FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,41,190.63,FUEL,02/10/14,,NEW MALDEN FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,42,187.77,FUEL,02/10/14,,WALTHAMSTOW FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,43,185.84,FUEL,02/10/14,,HARROW FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,44,183.03,FUEL,02/10/14,,SURBITON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,45,179.33,FUEL,02/10/14,,DEPTFORD FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,46,174.64,FUEL,02/10/14,,SOUTHGATE FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,47,174.41,FUEL,02/10/14,,LEYTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,48,168.58,FUEL,02/10/14,,SHOREDITCH FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,49,168.47,FUEL,02/10/14,,HEATHROW FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,50,163.53,FUEL,02/10/14,,CHISWICK FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,51,163.44,FUEL,02/10/14,,MITCHAM FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,52,154.27,FUEL,02/10/14,,OLD KENT ROAD FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,53,153.83,FUEL,02/10/14,,ACTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,54,152.93,FUEL,02/10/14,,LEYTONSTONE FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,55,152.39,FUEL,02/10/14,,SOUTH EAST AREA
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,56,151.34,FUEL,02/10/14,,PECKHAM FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,57,149.69,FUEL,02/10/14,,WHITECHAPEL FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,58,147.87,FUEL,02/10/14,,HORNCHURCH FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,59,139.07,FUEL,02/10/14,,DOWGATE FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,60,138.80,FUEL,02/10/14,,COMMAND UNIT - ISLINGTON
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,61,137.34,FUEL,02/10/14,,BECKENHAM FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,62,136.89,FUEL,02/10/14,,SHADWELL FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,63,136.83,FUEL,02/10/14,,BARNET FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,64,131.35,FUEL,02/10/14,,MILL HILL FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,65,127.50,FUEL,02/10/14,,MILLWALL FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,66,127.35,FUEL,02/10/14,,COMMAND UNIT - BARKING
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,67,122.24,FUEL,02/10/14,,SOUTH EAST AREA TEAM
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,68,121.30,FUEL,02/10/14,,COMMAND UNIT - EDMONTON
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,69,119.39,FUEL,02/10/14,,ELTHAM FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,70,117.33,FUEL,02/10/14,,FULHAM FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,71,115.13,FUEL,02/10/14,,WANDSWORTH FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,72,115.07,FUEL,02/10/14,,RICHMOND FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,73,113.26,FUEL,02/10/14,,COMMAND UNIT - FULHAM
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,74,112.14,FUEL,02/10/14,,DOCKHEAD FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,75,109.58,FUEL,02/10/14,,COMMAND UNIT - RICHMOND
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,76,106.53,FUEL,02/10/14,,LIFE EXTERNAL CONTRIBUTIONS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,77,100.86,FUEL,02/10/14,,NEW CROSS FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,78,99.45,FUEL,02/10/14,,ADDINGTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,79,98.89,FUEL,02/10/14,,SPECIAL OPERATIONAL GROUP
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,80,92.73,FUEL,02/10/14,,COMMAND UNIT - LEWISHAM
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,81,91.94,FUEL,02/10/14,,BATTERSEA FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,82,89.70,FUEL,02/10/14,,COMMAND UNIT - WOODSIDE
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,83,89.08,FUEL,02/10/14,,COMMAND UNIT - WEMBLEY
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,84,83.93,FUEL,02/10/14,,WOODFORE FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,85,83.03,FUEL,02/10/14,,LEE GREEN FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,86,82.43,FUEL,02/10/14,,PLAISTOW FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,87,81.75,FUEL,02/10/14,,HAROLD HILL FIRE STATION
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,88,80.73,FUEL,02/10/14,,WALLINGTON FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,89,69.78,FUEL,02/10/14,,INCIDENT MANAGEMENT
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,90,65.04,FUEL,02/10/14,,PURLEY FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,91,63.95,FUEL,02/10/14,,BUSINESS CONTINUITY
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,92,63.27,FUEL,02/10/14,,BIGGIN HILL FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,93,61.08,FUEL,02/10/14,,NORTH WEST AREA TEAM
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,94,53.53,FUEL,02/10/14,,OPERATIONAL TACTICS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,95,48.75,FUEL,02/10/14,,CBRN RRT
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,96,48.33,FUEL,02/10/14,,SOHO FS
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,97,47.05,FUEL,02/10/14,,FLEET ENGINEERING
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,98,44.33,FUEL,02/10/14,,I&CT OPERATIONAL SUPPORT
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,99,28.61,FUEL,02/10/14,,PROTECTIVE EQUIPMENT GROUP
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,100,25.01,FUEL,02/10/14,,WATER OFFICE
800053454,ALLSTAR BUSINESS SOLUTIONS LTD,E2003533977,101,10.99,FUEL,02/10/14,,BUSINESS CONTINUITY
220914D,BABCOCK CIVIL INFRASTRUCTURE,II5000662,1,"2,119.90",STRATEGIC (NON CYCLICAL),02/10/14,"2,119.90",MERTON CONTROL CENTRE
250914C,CARDINUS LTD==================,INV-52635-2NTQVY,1,500.00,MAINTENANCE & SUPPORT,02/10/14,500.00,I&CT COMMUNICATIONS
140823,LEX AUTOLEASE,IRIN361219,1,"2,781.35",LEASE CAR CHARGES,02/10/14,"4,952.16",LEASE CARS ADMINISTRATION
140823,LEX AUTOLEASE,IRIN361219,2,"2,170.81",P/PAYMTS-CAR LEASG-RENTAL,02/10/14,,
140823,LEX AUTOLEASE,IRIN361219,3,-443.39,VAT CAR LEASING,02/10/14,,
140823,LEX AUTOLEASE,IRIN361219,4,443.39,LEASE CAR CHARGES,02/10/14,,LEASE CARS ADMINISTRATION
140823,LEX AUTOLEASE,IRIN362172,1,"2,523.08",LEASE CAR CHARGES,02/10/14,"4,581.72",LEASE CARS ADMINISTRATION
140823,LEX AUTOLEASE,IRIN362172,2,"2,058.64",P/PAYMTS-CAR LEASG-RENTAL,02/10/14,,
140823,LEX AUTOLEASE,IRIN362172,3,-406.36,VAT CAR LEASING,02/10/14,,
140823,LEX AUTOLEASE,IRIN362172,4,406.36,LEASE CAR CHARGES,02/10/14,,LEASE CARS ADMINISTRATION
260914C,EDM GROUP LIMITED,SI15176,1,"6,950.00",PROF FEES-MISCELLANEOUS,02/10/14,"9,975.00",
260914C,EDM GROUP LIMITED,SI15176,2,"3,025.00",PROF FEES-MISCELLANEOUS,02/10/14,,
170914D,SABRE SAFETY LTD,SUKIN13261,1,477.72,PROTECTIVE EQUIPT - PARTS,02/10/14,490.22,
