Invoice Number, Batch No,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,8,70.83,CLOTHING,02/11/17,,Operational Policy,Clothing
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,9,70.83,CLOTHING,02/11/17,,Operational Policy,Clothing
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,10,70.83,CLOTHING,02/11/17,,Operational Policy,Clothing
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,11,82.49,CLOTHING,02/11/17,,Operational Policy,Clothing
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,12,82.49,CLOTHING,02/11/17,,Operational Policy,Clothing
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,13,82.49,CLOTHING,02/11/17,,Operational Policy,Clothing
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,14,82.49,CLOTHING,02/11/17,,Operational Policy,Clothing
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,15,9.21,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,16,9.21,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,17,26.57,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,18,26.57,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,19,26.57,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,20,77.92,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,21,77.92,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,22,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,23,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,24,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,25,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,26,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,27,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,28,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,29,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,30,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,31,19.13,HYGIENE,02/11/17,,Operational Policy,Cleaning & Janitorial
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,32,19.13,HYGIENE,02/11/17,,Operational Policy,Cleaning & Janitorial
2017062482181,171017K,COTSWOLD OUTDOOR LTD,2017062482181,33,14.17,OPERATIONAL EQUIP-PURCHASE,02/11/17,,Operational Policy,Emergency Services
2564,301017G,GEORGE JONES & SON LTD,2564,1,796.73,PLANNED BUILDING DECORATIONS,02/11/17,796.73,Technical and Service Support,Works - Construction
28322288,301017G,AECOM INFRASTRUCTURE &,28322288,1,"1,041.12",PROF FEES-MISCELLANEOUS,02/11/17,"1,041.12",Technical and Service Support, 
2910102763,231017K,DRAEGER SAFETY UK LIMITED,2910102763,1,91.20,PROTECTIVE EQUIPT - PARTS,02/11/17,"1,137.40",Technical and Service Support,Emergency Services
2910102763,231017K,DRAEGER SAFETY UK LIMITED,2910102763,2,96.00,PROTECTIVE EQUIPT - PARTS,02/11/17,,Technical and Service Support,Emergency Services
2910102763,231017K,DRAEGER SAFETY UK LIMITED,2910102763,3,206.00,PROTECTIVE EQUIPT - PARTS,02/11/17,,Technical and Service Support,Emergency Services
2910102763,231017K,DRAEGER SAFETY UK LIMITED,2910102763,4,64.70,PROTECTIVE EQUIPT - PARTS,02/11/17,,Technical and Service Support,Emergency Services
2910102763,231017K,DRAEGER SAFETY UK LIMITED,2910102763,5,679.50,PROTECTIVE EQUIPT - PARTS,02/11/17,,Technical and Service Support,Emergency Services
2910102935,231017K,DRAEGER SAFETY UK LIMITED,2910102935,1,367.70,PROTECTIVE EQUIPT - PARTS,02/11/17,367.70,Technical and Service Support,Emergency Services
29331,261017K,WATERFRONT MANUFACTURING LTD,29331,1,8.50,CLOTHING,02/11/17,948.89,Fire Stations (South East),Clothing
29331,261017K,WATERFRONT MANUFACTURING LTD,29331,2,10.00,CLOTHING,02/11/17,,Fire Stations (South East),Clothing
29331,261017K,WATERFRONT MANUFACTURING LTD,29331,3,168.00,CLOTHING,02/11/17,,Fire Stations (South East),Clothing
29331,261017K,WATERFRONT MANUFACTURING LTD,29331,4,594.39,CLOTHING,02/11/17,,Fire Stations (South East),Clothing
29331,261017K,WATERFRONT MANUFACTURING LTD,29331,5,168.00,CLOTHING,02/11/17,,Fire Stations (South East),Clothing
29540,261017K,WATERFRONT MANUFACTURING LTD,29540,1,168.00,CLOTHING,02/11/17,800.29,Fire Stations (South West),Clothing
29540,261017K,WATERFRONT MANUFACTURING LTD,29540,2,594.39,CLOTHING,02/11/17,,Fire Stations (South West),Clothing
29540,261017K,WATERFRONT MANUFACTURING LTD,29540,3,27.90,CLOTHING,02/11/17,,Fire Stations (South West),Clothing
29540,261017K,WATERFRONT MANUFACTURING LTD,29540,4,10.00,CLOTHING,02/11/17,,Fire Stations (South West),Clothing
29610,261017K,WATERFRONT MANUFACTURING LTD,29610,1,168.00,CLOTHING,02/11/17,800.29,Fire Stations (North West),Clothing
29610,261017K,WATERFRONT MANUFACTURING LTD,29610,2,594.39,CLOTHING,02/11/17,,Fire Stations (North West),Clothing
29610,261017K,WATERFRONT MANUFACTURING LTD,29610,3,27.90,CLOTHING,02/11/17,,Fire Stations (North West),Clothing
29610,261017K,WATERFRONT MANUFACTURING LTD,29610,4,10.00,CLOTHING,02/11/17,,Fire Stations (North West),Clothing
29680,301017G,WATERFRONT MANUFACTURING LTD,29680,1,182.00,CLOTHING,02/11/17,350.00,Fire Stations (South East),Clothing
29680,301017G,WATERFRONT MANUFACTURING LTD,29680,2,168.00,CLOTHING,02/11/17,,Fire Stations (South East),Clothing
29689,261017K,WATERFRONT MANUFACTURING LTD,29689,1,168.00,CLOTHING,02/11/17,949.69,Health and Safety,Clothing
29689,261017K,WATERFRONT MANUFACTURING LTD,29689,2,594.39,CLOTHING,02/11/17,,Health and Safety,Clothing
29689,261017K,WATERFRONT MANUFACTURING LTD,29689,3,9.30,CLOTHING,02/11/17,,Health and Safety,Clothing
29689,261017K,WATERFRONT MANUFACTURING LTD,29689,4,168.00,CLOTHING,02/11/17,,Health and Safety,Clothing
29689,261017K,WATERFRONT MANUFACTURING LTD,29689,5,10.00,CLOTHING,02/11/17,,Health and Safety,Clothing
29691,261017K,WATERFRONT MANUFACTURING LTD,29691,1,594.39,CLOTHING,02/11/17,789.39,Operational Policy,Clothing
29691,261017K,WATERFRONT MANUFACTURING LTD,29691,2,168.00,CLOTHING,02/11/17,,Operational Policy,Clothing
29691,261017K,WATERFRONT MANUFACTURING LTD,29691,3,10.00,CLOTHING,02/11/17,,Operational Policy,Clothing
29691,261017K,WATERFRONT MANUFACTURING LTD,29691,4,17.00,CLOTHING,02/11/17,,Operational Policy,Clothing
29729,271017G,WATERFRONT MANUFACTURING LTD,29729,1,600.00,UNIFORMS,02/11/17,"1,350.00",Fire Stations (Management),Clothing
29729,271017G,WATERFRONT MANUFACTURING LTD,29729,2,750.00,UNIFORMS,02/11/17,,Fire Stations (Management),Clothing
29730,271017G,WATERFRONT MANUFACTURING LTD,29730,1,600.00,UNIFORMS,02/11/17,"1,350.00",Fire Stations (Management),Clothing
29730,271017G,WATERFRONT MANUFACTURING LTD,29730,2,750.00,UNIFORMS,02/11/17,,Fire Stations (Management),Clothing
29731,271017G,WATERFRONT MANUFACTURING LTD,29731,1,600.00,UNIFORMS,02/11/17,"1,350.00",Fire Stations (Management),Clothing
29731,271017G,WATERFRONT MANUFACTURING LTD,29731,2,750.00,UNIFORMS,02/11/17,,Fire Stations (Management),Clothing
30463,271017G,FRANKS EXPRESS,30463,1,401.50,REFRESHMENTS,02/11/17,401.50,Fire Stations (North West),Catering
3105,800106104,GRADIENT CONSULTANTS LLP,3105,1,11.54,PLANNED ASBESTOS,02/11/17,"1,200.00",Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,2,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,3,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,4,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,5,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,6,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,7,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,8,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,9,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,10,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,11,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,12,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,13,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,14,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,15,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,16,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,17,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,18,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,19,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,20,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,21,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,22,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,23,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,24,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,25,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,26,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,27,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,28,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,29,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,30,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,31,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,32,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,33,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,34,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,35,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,36,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,37,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,38,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,39,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,40,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,41,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,42,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,43,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,44,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,45,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,46,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,47,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,48,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,49,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,50,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,51,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,52,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,53,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,54,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,55,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,56,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,57,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,58,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,59,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,60,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,61,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,62,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,63,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,64,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,65,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,66,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,67,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,68,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,69,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,70,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,71,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,72,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,73,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,74,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,75,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
