Invoice Number, Batch Number,Vendor Name, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
3881700775,171018K,COMPUTACENTRE,1,272.20,HARDWARE INFRASTRUCTURE,11/1/18,272.20,Operational Policy,ICT
3881702671,251018K,COMPUTACENTRE,1,207.48,MAINTENANCE & SUPPORT,11/1/18,431.37,Information and Communication Technology,ICT
3881702671,251018K,COMPUTACENTRE,2,211.11,MAINTENANCE & SUPPORT,11/1/18,,Information and Communication Technology,ICT
3881702671,251018K,COMPUTACENTRE,3,12.78,ADDITIONAL PURCHASE COSTS,11/1/18,,Information and Communication Technology,Facilities & Management Services
4092569,151018V,INSIGHT DIRECT (UK) LTD,1,"66,631.80",ACQUISITIONS,11/1/18,"124,119.00",Information and Communication Technology,ICT
4092569,151018V,INSIGHT DIRECT (UK) LTD,2,"57,487.20",ACQUISITIONS,11/1/18,,Information and Communication Technology,ICT
40967,251018K,GATENBY SANDERSON LTD,1,"2,575.00",CONSULTANTS,11/1/18,"2,575.00",London Resilience Group,Consultancy
4328,251018K,PANLOGIC LTD,1,296.93,CLOUD SERVICES,11/1/18,296.93,CPO Delivery,ICT
4333,251018K,PANLOGIC LTD,1,366.36,CLOUD SERVICES,11/1/18,366.36,CPO Delivery,ICT
466539,251018K,BRISTOL UNIFORMS LTD,1,822.73,CLOTHING,11/1/18,822.73,Procurement,Clothing
466540,251018K,BRISTOL UNIFORMS LTD,1,"4,020.95",CLOTHING,11/1/18,"4,020.95",Procurement,Clothing
466541,251018K,BRISTOL UNIFORMS LTD,1,"163,460.58",CLOTHING,11/1/18,"163,460.58",Procurement,Clothing
466543,251018K,BRISTOL UNIFORMS LTD,1,"2,224.26",CLOTHING,11/1/18,"2,224.26",Central Operations,Clothing
486988,251018V,BT GLOBAL SERVICES,1,"16,748.67",NETWORK EQUIPMENT & SERVICES,11/1/18,"16,748.67",Information and Communication Technology,ICT
487320,261018K,BT GLOBAL SERVICES,1,"1,826.28",TELECOMMUNICATIONS,11/1/18,"1,826.28",Information and Communication Technology,ICT
487443,251018V,BT GLOBAL SERVICES,1,"14,497.63",TELECOMMUNICATIONS,11/1/18,"14,497.63",Information and Communication Technology,ICT
49575,251018K,THE KINGDOM GROUP LT T/A KINGS,1,699.17,FRS STAFF AGENCY,11/1/18,699.17,Communications,Human Resources
49576,251018K,THE KINGDOM GROUP LT T/A KINGS,1,704.20,FRS STAFF AGENCY,11/1/18,704.20,Communications,Human Resources
5/18,251018K,LAWRIE J.G CONSULTING,1,"1,628.02",GENERAL,11/1/18,"1,628.02",Central Finance,Consultancy
504492504,142434,LEASEPLAN UK LIMITED,1,"4,209.20",LEASE CAR CHARGES,11/1/18,"3,885.18",Procurement,Vehicle Management
504492504,142434,LEASEPLAN UK LIMITED,2,-324.02,VAT CAR LEASING,11/1/18,,Finance Services,Vehicle Management
532589,800121618,SPORTSAFE UK LTD,1,280.48,REACTIVE GYM EQUIPMENT,11/1/18,280.48,Technical and Service Support,Sports & Playground Equipment & Maintenance
5509,251018V,FAHEY BUILDERS LTD,1,"9,750.00",REACTIVE SMALL WORKS AND PROJ,11/1/18,"9,750.00",Technical and Service Support,Works - Construction
5510,251018K,FAHEY BUILDERS LTD,1,"4,645.00",REACTIVE SMALL WORKS AND PROJ,11/1/18,"4,645.00",Technical and Service Support,Works - Construction
5795447,800120868,GREENHAM TRADING LTD,1,47.56,HYGIENE,11/1/18,286.98,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,2,8.10,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,3,5.64,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,4,134.42,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,5,67.21,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,6,1.38,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,7,9.20,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,8,8.96,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
5795447,800120868,GREENHAM TRADING LTD,9,4.51,HYGIENE,11/1/18,,Fire Stations (North East),Cleaning & Janitorial
580065,261018V,STORM TECHNOLOGIES,1,"4,938.44",ACQUISITIONS,11/1/18,"56,750.06",Information and Communication Technology,ICT
580065,261018V,STORM TECHNOLOGIES,2,"23,436.59",ACQUISITIONS,11/1/18,,Information and Communication Technology,ICT
580065,261018V,STORM TECHNOLOGIES,3,"4,938.44",ACQUISITIONS,11/1/18,,Information and Communication Technology,ICT
580065,261018V,STORM TECHNOLOGIES,4,"23,436.59",ACQUISITIONS,11/1/18,,Information and Communication Technology,ICT
6000006949,261018K,AVON FIRE & RESCUE SERVICE,1,"10,337.49",FIRE AUTHORITIES,11/1/18,"10,337.49",CPO Delivery,Non Influenceable Spend
6060033702,111018V,CAPITA SECURE INFO SOLUTIONS,1,"118,176.88",CAMS CONTRACT,11/1/18,"118,176.88",Information and Communication Technology,ICT
6060033706,121018K,CAPITA SECURE INFO SOLUTIONS,1,"1,350.00",MAINTENANCE & SUPPORT,11/1/18,"1,350.00",Information and Communication Technology,ICT
6060033707,121018K,CAPITA SECURE INFO SOLUTIONS,1,"1,125.00",MAINTENANCE & SUPPORT,11/1/18,"1,125.00",Information and Communication Technology,ICT
6267,142451,MEWA LLP,1,"1,000.00",DOCTORS/MEDICAL FEES,11/1/18,"1,000.00",Compensation Budgets,Human Resources
6268,142451,MEWA LLP,1,"1,250.00",DOCTORS/MEDICAL FEES,11/1/18,"1,250.00",Compensation Budgets,Human Resources
6604,291018K,THE FULKER CONSULTANCY LIMITED,1,"3,454.24",PROF FEES-MISCELLANEOUS,11/1/18,"3,454.24",Technical and Service Support, 
6605,291018K,THE FULKER CONSULTANCY LIMITED,1,"1,754.51",STAFF CHARGES-IT STAFF,11/1/18,"1,754.51",Technical and Service Support, 
6606,291018K,THE FULKER CONSULTANCY LIMITED,1,"2,624.16",PROF FEES-MISCELLANEOUS,11/1/18,"2,624.16",Technical and Service Support, 
6607,291018K,THE FULKER CONSULTANCY LIMITED,1,"3,747.16",PROF FEES-MISCELLANEOUS,11/1/18,"3,747.16",Technical and Service Support, 
6608,291018K,THE FULKER CONSULTANCY LIMITED,1,"2,972.24",PROF FEES-MISCELLANEOUS,11/1/18,"2,972.24",Technical and Service Support, 
6609,291018K,THE FULKER CONSULTANCY LIMITED,1,"3,317.69",PROF FEES-MISCELLANEOUS,11/1/18,"3,317.69",Technical and Service Support, 
6703,251018K,CARPETS & FLOOR COVERS DIRECT,1,821.16,REACTIVE BUILDING FABRIC,11/1/18,821.16,Technical and Service Support,Works - Construction
73663,251018K,THORN & DERRICK INTERNATIONAL,1,244.75,OPERATIONAL EQUIP-PURCHASE,11/1/18,269.75,Technical and Service Support,Fire & Rescue
73663,251018K,THORN & DERRICK INTERNATIONAL,2,25.00,OPERATIONAL EQUIP-PURCHASE,11/1/18,,Technical and Service Support,Fire & Rescue
76765,161018K,J HUDSON & CO (WHISTLES)LTD,1,555.90,GENERAL CONSUMABLES,11/1/18,555.90,Procurement,Emergency Services
80601893,251018K,PAGEONE COMMUNICATIONS LIMITED,1,450.25,GENERAL,11/1/18,450.25,London Resilience Group,Consultancy
80610614,261018V,PAGEONE COMMUNICATIONS LIMITED,1,"5,063.70",PAGING EQUIPMENT & SERVICES,11/1/18,"7,119.82",Information and Communication Technology,ICT
80610614,261018V,PAGEONE COMMUNICATIONS LIMITED,2,"2,056.12",PAGING EQUIPMENT & SERVICES,11/1/18,,Information and Communication Technology,ICT
9300576970,291018K,DEPARTMENT FOR TRANSPORT,1,"70,452.33",FIRE AUTHS-MUTUAL ASSISTANCE,11/1/18,"70,452.33",Strategy & Risk,Non Influenceable Spend
995260,800120749,HAYS SPECIALIST RECRUITMENT,1,757.31,FRS STAFF AGENCY,11/1/18,757.31,Health and Safety,Human Resources
995261,800120772,HAYS SPECIALIST RECRUITMENT,1,443.52,FRS STAFF AGENCY,11/1/18,443.52,Fire Engineering & Specialist Fire Safety,Human Resources
995262,800120761,HAYS SPECIALIST RECRUITMENT,1,"1,086.09",FRS STAFF AGENCY,11/1/18,"1,086.09",Grenfell Investigation Team,Human Resources
995263,800120760,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/1/18,496.44,Management Support,Human Resources
995264,800120778,HAYS SPECIALIST RECRUITMENT,1,"1,414.12",FRS STAFF AGENCY,11/1/18,"1,414.12",CPO Delivery,Human Resources
995265,800120775,HAYS SPECIALIST RECRUITMENT,1,"1,241.80",FRS STAFF AGENCY,11/1/18,"1,241.80",Grenfell Investigation Team,Human Resources
995266,800120765,HAYS SPECIALIST RECRUITMENT,1,878.85,FRS STAFF AGENCY,11/1/18,878.85,Information and Communication Technology,Human Resources
995267,800120779,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/1/18,602.70,Finance Services,Human Resources
995268,800120793,HAYS SPECIALIST RECRUITMENT,1,883.75,FRS STAFF AGENCY,11/1/18,883.75,Grenfell Investigation Legal Costs,Human Resources
995269,800120752,HAYS SPECIALIST RECRUITMENT,1,769.73,FRS STAFF AGENCY,11/1/18,769.73,CPO Community Risk Programme,Human Resources
995270,800120790,HAYS SPECIALIST RECRUITMENT,1,875.10,FRS STAFF AGENCY,11/1/18,875.10,Information and Communication Technology,Human Resources
995271,800120804,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/1/18,496.44,Management Support,Human Resources
995272,800120758,HAYS SPECIALIST RECRUITMENT,1,739.20,FRS STAFF AGENCY,11/1/18,739.20,Training and Professional Development,Human Resources
995273,800120799,HAYS SPECIALIST RECRUITMENT,1,"1,111.07",FRS STAFF AGENCY,11/1/18,"1,111.07",General Counsel,Human Resources
995275,800120801,HAYS SPECIALIST RECRUITMENT,1,874.30,FRS STAFF AGENCY,11/1/18,874.30,People Services,Human Resources
995276,800120764,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/1/18,496.44,Fire Stations (North West),Human Resources
995277,800120784,HAYS SPECIALIST RECRUITMENT,1,739.20,FRS STAFF AGENCY,11/1/18,739.20,People Services,Human Resources
995278,800120770,HAYS SPECIALIST RECRUITMENT,1,496.72,FRS STAFF AGENCY,11/1/18,496.72,Service Improvement,Human Resources
995279,800120786,HAYS SPECIALIST RECRUITMENT,1,620.55,FRS STAFF AGENCY,11/1/18,620.55,Information and Communication Technology,Human Resources
995280,800120771,HAYS SPECIALIST RECRUITMENT,1,620.90,FRS STAFF AGENCY,11/1/18,620.90,Technical and Service Support,Human Resources
995281,800120774,HAYS SPECIALIST RECRUITMENT,1,"1,454.25",FRS STAFF AGENCY,11/1/18,"1,454.25",Operational Policy,Human Resources
995282,800120751,HAYS SPECIALIST RECRUITMENT,1,628.60,FRS STAFF AGENCY,11/1/18,628.60,Information and Communication Technology,Human Resources
995283,800120757,HAYS SPECIALIST RECRUITMENT,1,883.75,FRS STAFF AGENCY,11/1/18,883.75,Grenfell Investigation Legal Costs,Human Resources
995284,800120788,HAYS SPECIALIST RECRUITMENT,1,482.16,FRS STAFF AGENCY,11/1/18,482.16,Management Support,Human Resources
995285,800120759,HAYS SPECIALIST RECRUITMENT,1,"1,635.60",FRS STAFF AGENCY,11/1/18,"1,635.60",Information and Communication Technology,Human Resources
995286,800120763,HAYS SPECIALIST RECRUITMENT,1,"1,093.75",FRS STAFF AGENCY,11/1/18,"1,093.75",Grenfell Investigation Team,Human Resources
995287,800120767,HAYS SPECIALIST RECRUITMENT,1,883.40,FRS STAFF AGENCY,11/1/18,883.40,General Counsel,Human Resources
995288,800120748,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/1/18,602.70,Management Support,Human Resources
995289,800120789,HAYS SPECIALIST RECRUITMENT,1,372.54,FRS STAFF AGENCY,11/1/18,372.54,People Services,Human Resources
995290,800120805,HAYS SPECIALIST RECRUITMENT,1,595.56,FRS STAFF AGENCY,11/1/18,595.56,Communications,Human Resources
995291,800120794,HAYS SPECIALIST RECRUITMENT,1,874.30,FRS STAFF AGENCY,11/1/18,874.30,Information and Communication Technology,Human Resources
995292,800120769,HAYS SPECIALIST RECRUITMENT,1,"1,068.60",FRS STAFF AGENCY,11/1/18,"1,068.60",Operational Policy,Human Resources
995293,800120797,HAYS SPECIALIST RECRUITMENT,1,"1,515.85",FRS STAFF AGENCY,11/1/18,"1,515.85",Corporate Management Team,Human Resources
995294,800120785,HAYS SPECIALIST RECRUITMENT,1,795.06,FRS STAFF AGENCY,11/1/18,795.06,General Counsel,Human Resources
995295,800120753,HAYS SPECIALIST RECRUITMENT,1,620.90,FRS STAFF AGENCY,11/1/18,620.90,Procurement,Human Resources
995297,800120795,HAYS SPECIALIST RECRUITMENT,1,858.55,FRS STAFF AGENCY,11/1/18,858.55,Grenfell Investigation Legal Costs,Human Resources
995298,800120750,HAYS SPECIALIST RECRUITMENT,1,"1,635.60",FRS STAFF AGENCY,11/1/18,"1,635.60",Information and Communication Technology,Human Resources
995299,800120803,HAYS SPECIALIST RECRUITMENT,1,"1,093.75",FRS STAFF AGENCY,11/1/18,"1,093.75",Grenfell Investigation Team,Human Resources
995300,800120754,HAYS SPECIALIST RECRUITMENT,1,494.20,FRS STAFF AGENCY,11/1/18,494.20,Service Improvement,Human Resources
995301,800120796,HAYS SPECIALIST RECRUITMENT,1,602.70,FRS STAFF AGENCY,11/1/18,602.70,People Services,Human Resources
995302,800120800,HAYS SPECIALIST RECRUITMENT,1,"1,040.72",FRS STAFF AGENCY,11/1/18,"1,040.72",Operational Resilience,Human Resources
995303,800120802,HAYS SPECIALIST RECRUITMENT,1,703.08,FRS STAFF AGENCY,11/1/18,703.08,Information and Communication Technology,Human Resources
995304,800120755,HAYS SPECIALIST RECRUITMENT,1,372.33,FRS STAFF AGENCY,11/1/18,372.33,Management Support,Human Resources
995305,800120766,HAYS SPECIALIST RECRUITMENT,1,"1,040.72",FRS STAFF AGENCY,11/1/18,"1,040.72",Operational Resilience,Human Resources
995306,800120776,HAYS SPECIALIST RECRUITMENT,1,"1,154.25",FRS STAFF AGENCY,11/1/18,"1,154.25",Procurement,Human Resources
995308,800120780,HAYS SPECIALIST RECRUITMENT,1,496.44,FRS STAFF AGENCY,11/1/18,496.44,Management Support,Human Resources
995309,800120756,HAYS SPECIALIST RECRUITMENT,1,718.20,FRS STAFF AGENCY,11/1/18,718.20,People Services,Human Resources
995310,800120781,HAYS SPECIALIST RECRUITMENT,1,620.55,FRS STAFF AGENCY,11/1/18,620.55,Management Support,Human Resources
995311,800120787,HAYS SPECIALIST RECRUITMENT,1,252.14,FRS STAFF AGENCY,11/1/18,252.14,Procurement,Human Resources
995312,800120773,HAYS SPECIALIST RECRUITMENT,1,723.19,FRS STAFF AGENCY,11/1/18,723.19,People Services,Human Resources
995313,800120768,HAYS SPECIALIST RECRUITMENT,1,879.68,FRS STAFF AGENCY,11/1/18,879.68,Technical and Service Support,Human Resources
995314,800120798,HAYS SPECIALIST RECRUITMENT,1,"1,040.72",FRS STAFF AGENCY,11/1/18,"1,040.72",Operational Resilience,Human Resources
995315,800120792,HAYS SPECIALIST RECRUITMENT,1,"1,099.60",FRS STAFF AGENCY,11/1/18,"1,099.60",Technical and Service Support,Human Resources
995316,800120783,HAYS SPECIALIST RECRUITMENT,1,853.65,FRS STAFF AGENCY,11/1/18,853.65,Information and Communication Technology,Human Resources
995317,800120791,HAYS SPECIALIST RECRUITMENT,1,620.55,FRS STAFF AGENCY,11/1/18,620.55,Management Support,Human Resources
995318,800120777,HAYS SPECIALIST RECRUITMENT,1,914.23,FRS STAFF AGENCY,11/1/18,914.23,Corporate Management Team,Human Resources
995319,800120762,HAYS SPECIALIST RECRUITMENT,1,492.38,FRS STAFF AGENCY,11/1/18,492.38,Grenfell Investigation Legal Costs,Human Resources
995440,800120810,HAYS SPECIALIST RECRUITMENT,1,585.42,FRS STAFF AGENCY,11/1/18,585.42,Community Safety,Human Resources
995441,800120812,HAYS SPECIALIST RECRUITMENT,1,"1,250.67",FRS STAFF AGENCY,11/1/18,"1,250.67",Grenfell Investigation Team,Human Resources
995442,800120806,HAYS SPECIALIST RECRUITMENT,1,739.20,FRS STAFF AGENCY,11/1/18,739.20,Training and Professional Development,Human Resources
995443,800120809,HAYS SPECIALIST RECRUITMENT,1,595.56,FRS STAFF AGENCY,11/1/18,595.56,Communications,Human Resources
995444,800120811,HAYS SPECIALIST RECRUITMENT,1,501.16,FRS STAFF AGENCY,11/1/18,501.16,Procurement,Human Resources
995445,800120808,HAYS SPECIALIST RECRUITMENT,1,858.55,FRS STAFF AGENCY,11/1/18,858.55,Grenfell Investigation Legal Costs,Human Resources
995446,800120807,HAYS SPECIALIST RECRUITMENT,1,630.35,FRS STAFF AGENCY,11/1/18,630.35,Procurement,Human Resources
995447,800120813,HAYS SPECIALIST RECRUITMENT,1,"1,241.80",FRS STAFF AGENCY,11/1/18,"1,241.80",Grenfell Investigation Team,Human Resources
995448,800120815,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995449,800120814,HAYS SPECIALIST RECRUITMENT,1,858.55,FRS STAFF AGENCY,11/1/18,858.55,Grenfell Investigation Legal Costs,Human Resources
995452,800120817,HAYS SPECIALIST RECRUITMENT,1,"1,241.80",FRS STAFF AGENCY,11/1/18,"1,241.80",Grenfell Investigation Team,Human Resources
995453,800120816,HAYS SPECIALIST RECRUITMENT,1,531.75,FRS STAFF AGENCY,11/1/18,531.75,Communications,Human Resources
995454,800120818,HAYS SPECIALIST RECRUITMENT,1,595.56,FRS STAFF AGENCY,11/1/18,595.56,Communications,Human Resources
995455,800120819,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995456,800120820,HAYS SPECIALIST RECRUITMENT,1,616.84,FRS STAFF AGENCY,11/1/18,616.84,Communications,Human Resources
995457,800120821,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995458,800120822,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995459,800120823,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995460,800120824,HAYS SPECIALIST RECRUITMENT,1,297.78,FRS STAFF AGENCY,11/1/18,297.78,Communications,Human Resources
995461,800120825,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995463,800120826,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995464,800120827,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995465,800120828,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
995466,800120829,HAYS SPECIALIST RECRUITMENT,1,744.45,FRS STAFF AGENCY,11/1/18,744.45,Communications,Human Resources
CLINV5939739,291018K,INFOR (UNITED KINGDOM) LIMITED,1,560.00,SOFTWARE COTS,11/1/18,560.00,Information and Communication Technology,ICT
I0021215,261018K,MERSEYSIDE FCDA,1,"10,130.54",FIRE AUTHS-MUTUAL ASSISTANCE,11/1/18,"10,130.54",CPO Planning,Non Influenceable Spend
I10488420,241018K,HALL FUELS,1,"2,212.20",FUEL,11/1/18,"2,212.20",Fire Stations (South West),Vehicle Management
I502425,151018V,HEALTH MANAGEMENT LIMITED,1,"120,941.79",OHS CONTRACT,11/1/18,"120,941.79",People Services,Human Resources
I502427,161018K,HEALTH MANAGEMENT LIMITED,1,759.00,THIRD PARTY REPORTS,11/1/18,"4,129.35",People Services,Human Resources
I502427,161018K,HEALTH MANAGEMENT LIMITED,2,278.60,THIRD PARTY REPORTS,11/1/18,,People Services,Human Resources
