Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department
AFFINITY WATER,181114C,101046992,1,754,CURRENT HYDRANT COSTS,24/11/2014,754,Operational Resilience
CARILLION COMMUNICATIONS LTD==,031114G,1012579,1,"10,367.00",MAINTENANCE & SUPPORT,06/11/2014,"10,367.00",Information and Communication Technology
CARILLION COMMUNICATIONS LTD==,281014E,1012608,1,450,CONSULTANTS,13/11/2014,450,Community Safety Delivery
CARILLION COMMUNICATIONS LTD==,141114C,1012630,1,"1,132.00",OFFICE EQUIPMENT,20/11/2014,"1,132.00",Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,1,333.65,ELECTRICITY,06/11/2014,"10,006.00",Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,2,532.89,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,3,412.59,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,4,392.29,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,5,140.07,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,6,319.74,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,7,556.24,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,8,261.88,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,9,172.09,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,10,404.16,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,11,582.5,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,12,446.6,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,13,333.33,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,14,155.68,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,15,218.65,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,16,58.62,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,17,43.71,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,18,54.08,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,19,52.41,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,20,20.8,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,21,15.89,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,22,751.34,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,23,392.33,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,24,304.49,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,25,55.17,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,26,384.34,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,27,364.93,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,28,617.79,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,29,19.31,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,30,373.4,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,31,22.01,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,32,386.31,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,33,25.57,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,34,15.05,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,35,189.12,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,36,582.42,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140852,1025326641,37,14.55,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,1,438.88,ELECTRICITY,06/11/2014,"16,500.24",Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,2,242.9,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,3,"1,467.38",ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,4,595.18,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,5,82.48,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,6,323.92,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,7,808.02,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,8,314.21,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,9,415.55,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,10,177.86,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,11,375.44,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,12,365.4,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,13,325.56,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,14,556.39,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,15,369.13,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,16,13.19,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,17,188.17,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,18,289,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,19,38.04,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,20,377.73,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,21,923.75,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,22,618.85,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,23,405.32,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,24,218.61,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,25,"1,600.87",ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,26,691.32,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,27,180.54,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,28,325.41,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,29,919.85,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,30,316.59,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,31,671.97,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,32,325.95,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,33,214.73,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,34,346.23,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,35,298.43,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,36,38.69,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140853,1025326642,37,638.7,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,1,208.18,ELECTRICITY,06/11/2014,"8,292.75",Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,2,292.15,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,3,218.64,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,4,681.39,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,5,23.71,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,6,189.27,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,7,490.02,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,8,502.17,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,9,473.17,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,10,723.57,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,11,475.16,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,12,"1,278.66",ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,13,368.38,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,14,340.82,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,15,469.85,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,16,18.29,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,17,15.24,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,18,304.59,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,19,377.55,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,20,333.15,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,21,413.6,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,22,13.29,ELECTRICITY,06/11/2014,,Technical And Service Support
BRITISH GAS BUSINESS==========,140854,1025326643,23,81.9,ELECTRICITY,06/11/2014,,Technical And Service Support
NISBETS=======================,201114E,10282605,1,529.99,PURCHASES-FURNITURE,27/11/2014,529.99,Technical and Service Support
NISBETS=======================,191114C,10412228,1,269.99,CATERING EQUIPMENT,27/11/2014,269.99,Operations Fire Stations
NISBETS=======================,141114C,10412229,1,529.99,CATERING EQUIPMENT,27/11/2014,529.99,Operations Fire Stations
REVOLUTION EVENTS LTD,041114E,104952,1,510,PROFESSIONAL DEVELOPMENT,17/11/2014,510,Community Safety Delivery
IBM UK LIMITED================,061114C,1053,1,203,MAINTENANCE & SUPPORT,13/11/2014,"1,379.00",Information and Communication Technology
IBM UK LIMITED================,061114C,1053,2,364,MAINTENANCE & SUPPORT,13/11/2014,,Information and Communication Technology
IBM UK LIMITED================,061114C,1053,3,203,MAINTENANCE & SUPPORT,13/11/2014,,Information and Communication Technology
IBM UK LIMITED================,061114C,1053,4,203,MAINTENANCE & SUPPORT,13/11/2014,,Information and Communication Technology
IBM UK LIMITED================,061114C,1053,5,203,MAINTENANCE & SUPPORT,13/11/2014,,Information and Communication Technology
IBM UK LIMITED================,061114C,1053,6,203,MAINTENANCE & SUPPORT,13/11/2014,,Information and Communication Technology
CAPITAL CAPTURE LTD===========,121114C,10653,1,"4,603.20",MAINTENANCE & SUPPORT,17/11/2014,"11,548.20",Information and Communication Technology
CAPITAL CAPTURE LTD===========,121114C,10653,2,"2,700.00",MAINTENANCE & SUPPORT,17/11/2014,,Information and Communication Technology
CAPITAL CAPTURE LTD===========,121114C,10653,3,800,MAINTENANCE & SUPPORT,17/11/2014,,Information and Communication Technology
CAPITAL CAPTURE LTD===========,121114C,10653,4,"3,445.00",MAINTENANCE & SUPPORT,17/11/2014,,Information and Communication Technology
*SPRUE SAFETY PRODUCTS LTD====,301014E,1065551,1,741.6,FIRE DETECTORS,06/11/2014,741.6,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1065566,1,741.6,FIRE DETECTORS,03/11/2014,741.6,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1065570,1,741.6,FIRE DETECTORS,03/11/2014,741.6,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1065589,1,618,FIRE DETECTORS,03/11/2014,618,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1065590,1,"1,483.20",FIRE DETECTORS,03/11/2014,"1,483.20",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,301014E,1066524,1,988.8,FIRE DETECTORS,06/11/2014,988.8,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1066527,1,"1,236.00",FIRE DETECTORS,03/11/2014,"1,236.00",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,301014E,1066554,1,"1,977.60",FIRE DETECTORS,06/11/2014,"1,977.60",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1066608,1,741.6,FIRE DETECTORS,03/11/2014,741.6,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1066609,1,494.4,FIRE DETECTORS,03/11/2014,494.4,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,301014E,1066610,1,494.4,FIRE DETECTORS,06/11/2014,494.4,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,311014C,1066637,1,"1,854.00",FIRE DETECTORS,06/11/2014,"1,854.00",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,311014C,1066638,1,"1,236.00",FIRE DETECTORS,06/11/2014,"1,236.00",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,311014C,1066639,1,"2,224.80",FIRE DETECTORS,06/11/2014,"2,224.80",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,311014C,1066642,1,"1,359.60",FIRE DETECTORS,06/11/2014,"1,359.60",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,311014C,1066643,1,741.6,FIRE DETECTORS,06/11/2014,741.6,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,271014C,1066765,1,440,FIRE DETECTORS,03/11/2014,440,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,271014C,1066766,1,800,FIRE DETECTORS,03/11/2014,800,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1066865,1,800,FIRE DETECTORS,06/11/2014,"1,240.00",Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,281014C,1066865,2,440,FIRE DETECTORS,06/11/2014,,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,041114E,1067103,1,440,FIRE DETECTORS,13/11/2014,440,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,041114E,1067105,1,800,FIRE DETECTORS,13/11/2014,800,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,041114E,1067107,1,800,FIRE DETECTORS,13/11/2014,800,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,041114E,1067108,1,440,FIRE DETECTORS,13/11/2014,440,Operations Non Fire Stations
*SPRUE SAFETY PRODUCTS LTD====,101114G,1067327,1,"1,854.00",FIRE DETECTORS,20/11/2014,"1,854.00",Operations Non Fire Stations
G WORRALL & SON LIMITED=======,031114G,107490,1,378,TACTICAL DAY TO DAY,06/11/2014,378,Technical And Service Support
G WORRALL & SON LIMITED=======,311014C,107558,1,336.1,TACTICAL DAY TO DAY,06/11/2014,336.1,Technical And Service Support
OPERATIONAL RESEARCH IN HEALTH,311014C,109Y/LFA1/1,1,"6,000.00",CONSULTANTS,06/11/2014,"6,000.00",Strategy & Performance
CHANGING YOUNG MINDS,131114E,11/11/2014,1,150,GENERAL,20/11/2014,300,LIFE - LFB Funded
CHANGING YOUNG MINDS,131114E,11/11/2014,2,150,GENERAL,20/11/2014,,LIFE - LFB Funded
ROYAL COLLEGE OF MUSIC========,121114C,11043991,1,370,PRESS OFFICE,17/11/2014,370,Communications
DELOITTE LLP,281014E,1111091949,1,"1,128.73",PROFESSIONAL SERVICES,03/11/2014,"1,128.73",Property PFI
INFOR (UNITED KINGDOM) LIMITED,141114C,111410820-GB04G,1,570.68,MAINTENANCE & SUPPORT,20/11/2014,"1,170.63",Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,111410820-GB04G,2,570.65,MAINTENANCE & SUPPORT,20/11/2014,,Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,111410820-GB04G,3,29.3,MAINTENANCE & SUPPORT,20/11/2014,,Information and Communication Technology
OPERATIONAL RESEARCH IN HEALTH,121114C,112Y/LFB1/50,1,"12,300.00",CONSULTANTS,17/11/2014,"12,300.00",Strategy & Performance
BT GLOBAL SERVICES============,281014C,1131823,1,541.66,TELECOMMUNICATIONS,03/11/2014,541.66,Information and Communication Technology
BT GLOBAL SERVICES============,241114E,1132069,1,541.66,TELECOMMUNICATIONS,27/11/2014,541.66,Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,11410818-GB04G,1,"3,424.08",MAINTENANCE & SUPPORT,20/11/2014,"5,706.80",Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,11410818-GB04G,2,"2,282.72",MAINTENANCE & SUPPORT,20/11/2014,,Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,11410823,1,"4,565.44",MAINTENANCE & SUPPORT,20/11/2014,"6,848.16",Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,11410823,2,"2,282.72",MAINTENANCE & SUPPORT,20/11/2014,,Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,11410828-GB04G,1,"2,453.44",MAINTENANCE & SUPPORT,20/11/2014,"2,453.44",Information and Communication Technology
INFOR (UNITED KINGDOM) LIMITED,141114C,11410829-GB04G,1,"1,070.00",MAINTENANCE & SUPPORT,20/11/2014,"1,070.00",Information and Communication Technology
SIGMA SECURITY DEVICES LTD====,131114E,11553,1,"5,385.00",CONTRACT HIRE,20/11/2014,"5,385.00",HR Excluding Secondments
REAM CONTRACTS LTD,051114C,11656,1,"1,703.75",STRATEGIC (NON CYCLICAL),13/11/2014,"1,703.75",Technical and Service Support
REAM CONTRACTS LTD,111114E,11675,1,"27,206.08",DEVELOPMENT  EXPENSES-CONTRACT,17/11/2014,"27,206.08",Technical and Service Support
*GET YOURSELF NOTICED LTD,800054341,11712,1,234,SPECIALIST EQUIPMENT,03/11/2014,538,Communications
*GET YOURSELF NOTICED LTD,800054341,11712,2,88,SPECIALIST EQUIPMENT,03/11/2014,,Communications
*GET YOURSELF NOTICED LTD,800054341,11712,3,216,SPECIALIST EQUIPMENT,03/11/2014,,Communications
*GET YOURSELF NOTICED LTD,800054342,11854,1,507.2,PUBLIC RELATIONS,03/11/2014,507.2,Communications
VISTA LANDSCAPE MANAGEMENT LTD,281014C,120210,1,312.5,GROUNDS MAINTENANCE,03/11/2014,"2,062.50",Technical And Service Support
VISTA LANDSCAPE MANAGEMENT LTD,281014C,120210,2,312.5,GROUNDS MAINTENANCE,03/11/2014,,Technical And Service Support
VISTA LANDSCAPE MANAGEMENT LTD,281014C,120210,3,250,GROUNDS MAINTENANCE,03/11/2014,,Technical And Service Support
VISTA LANDSCAPE MANAGEMENT LTD,281014C,120210,4,562.5,GROUNDS MAINTENANCE,03/11/2014,,Technical And Service Support
VISTA LANDSCAPE MANAGEMENT LTD,281014C,120210,5,437.5,GROUNDS MAINTENANCE,03/11/2014,,Technical And Service Support
