Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
70285321,270318F,CURRIE & BROWN UK LIMITED,7028532,1,600.00,PLANNED BUILDING DECORATIONS,03/04/18,600.00,Technical and Service Support,Works - Construction
70285331,270318F,CURRIE & BROWN UK LIMITED,7028533,1,600.00,PLANNED BUILDING DECORATIONS,03/04/18,600.00,Technical and Service Support,Works - Construction
718307921,280318F,R B OF KENSINGTON & CHELSEA,71830792,1,"1,000.00",GENERAL,03/04/18,"1,000.00",Community Safety,Consultancy
718432531,280318F,CITY OF WESTMINSTER,71843253,1,"1,000.00",GENERAL,03/04/18,"1,000.00",Community Safety,Consultancy
74371,280318G,GAS & AIR SERVICES (UK),7437,1,"2,400.00",REPAIR & MAINTENANCE,03/04/18,"2,400.00",Technical and Service Support,Furniture & Soft Furnishings
74851,280318G,GAS & AIR SERVICES (UK),7485,1,"2,400.00",REPAIR & MAINTENANCE,03/04/18,"2,400.00",Technical and Service Support,Furniture & Soft Furnishings
7706265611,142207,CANON UK LTD,770626561,1,"5,290.38",OFFICE EQUIPMENT,03/04/18,"5,290.38",Technical and Service Support,Stationery
8121511,280318F,FIRE SERVICE COLLEGE LTD,812151,1,"4,140.00",HIRE OF FACILITIES,03/04/18,"4,140.00",Operational Resilience,Facilities & Management Services
8122401,280318K,FIRE SERVICE COLLEGE LTD,812240,1,603.00,HIRE OF FACILITIES,03/04/18,603.00,Operational Resilience,Facilities & Management Services
8122411,280318K,FIRE SERVICE COLLEGE LTD,812241,1,603.00,HIRE OF FACILITIES,03/04/18,603.00,Operational Resilience,Facilities & Management Services
8122421,280318K,FIRE SERVICE COLLEGE LTD,812242,1,603.00,HIRE OF FACILITIES,03/04/18,603.00,Operational Resilience,Facilities & Management Services
8122431,280318K,FIRE SERVICE COLLEGE LTD,812243,1,603.00,HIRE OF FACILITIES,03/04/18,603.00,Operational Resilience,Facilities & Management Services
8122441,280318K,FIRE SERVICE COLLEGE LTD,812244,1,603.00,HIRE OF FACILITIES,03/04/18,603.00,Operational Resilience,Facilities & Management Services
8759391,270318F,*SP SERVICES,875939,1,7.00,MEDICAL SUPPLIES,03/04/18,286.25,Operational Resilience,Healthcare
8759392,270318F,*SP SERVICES,875939,2,63.00,MEDICAL SUPPLIES,03/04/18,,Operational Resilience,Healthcare
8759393,270318F,*SP SERVICES,875939,3,69.30,MEDICAL SUPPLIES,03/04/18,,Operational Resilience,Healthcare
8759394,270318F,*SP SERVICES,875939,4,84.80,MEDICAL SUPPLIES,03/04/18,,Operational Resilience,Healthcare
8759395,270318F,*SP SERVICES,875939,5,4.65,MEDICAL SUPPLIES,03/04/18,,Operational Resilience,Healthcare
8759396,270318F,*SP SERVICES,875939,6,57.50,MEDICAL SUPPLIES,03/04/18,,Operational Resilience,Healthcare
8760801,800111942,HAYS SPECIALIST RECRUITMENT,876080,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Technical Support & Performance,Human Resources
8760811,800111935,HAYS SPECIALIST RECRUITMENT,876081,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Technical Support & Performance,Human Resources
8760821,800111950,HAYS SPECIALIST RECRUITMENT,876082,1,436.59,FRS STAFF AGENCY,03/04/18,436.59,Fire Engineering & Specialist Fire Safety,Human Resources
8760831,800111888,HAYS SPECIALIST RECRUITMENT,876083,1,843.85,FRS STAFF AGENCY,03/04/18,843.85,Technical and Service Support,Human Resources
8760841,800111901,HAYS SPECIALIST RECRUITMENT,876084,1,727.65,FRS STAFF AGENCY,03/04/18,727.65,Development and Training,Human Resources
8760851,800111912,HAYS SPECIALIST RECRUITMENT,876085,1,474.32,FRS STAFF AGENCY,03/04/18,474.32,Fire Stations (North West),Human Resources
8760861,800111944,HAYS SPECIALIST RECRUITMENT,876086,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Technical Support & Performance,Human Resources
8760871,800111910,HAYS SPECIALIST RECRUITMENT,876087,1,"1,040.40",FRS STAFF AGENCY,03/04/18,"1,040.40",Operational Resilience,Human Resources
8760881,800111905,HAYS SPECIALIST RECRUITMENT,876088,1,864.15,FRS STAFF AGENCY,03/04/18,864.15,Information and Communication Technology,Human Resources
8760901,800111876,HAYS SPECIALIST RECRUITMENT,876090,1,864.15,FRS STAFF AGENCY,03/04/18,864.15,Information and Communication Technology,Human Resources
8760911,800111902,HAYS SPECIALIST RECRUITMENT,876091,1,"1,506.40",FRS STAFF AGENCY,03/04/18,"1,506.40",Corporate Management Team,Human Resources
8760921,800111938,HAYS SPECIALIST RECRUITMENT,876092,1,843.85,FRS STAFF AGENCY,03/04/18,843.85,National Operational Guidance Project,Human Resources
8760931,800111949,HAYS SPECIALIST RECRUITMENT,876093,1,675.08,FRS STAFF AGENCY,03/04/18,675.08,Technical Support & Performance,Human Resources
8760941,800111872,HAYS SPECIALIST RECRUITMENT,876094,1,764.94,FRS STAFF AGENCY,03/04/18,764.94,Communications,Human Resources
8760961,800111873,HAYS SPECIALIST RECRUITMENT,876096,1,564.03,FRS STAFF AGENCY,03/04/18,564.03,Community Safety,Human Resources
8760971,800111939,HAYS SPECIALIST RECRUITMENT,876097,1,"2,069.88",FRS STAFF AGENCY,03/04/18,"2,069.88",Legal & Democratic Services,Human Resources
8760981,800111893,HAYS SPECIALIST RECRUITMENT,876098,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,HR Management,Human Resources
8760991,800111897,HAYS SPECIALIST RECRUITMENT,876099,1,967.20,FRS STAFF AGENCY,03/04/18,967.20,Development and Training,Human Resources
8761001,800111946,HAYS SPECIALIST RECRUITMENT,876100,1,471.15,FRS STAFF AGENCY,03/04/18,471.15,Fire Stations (North West),Human Resources
8761011,800111883,HAYS SPECIALIST RECRUITMENT,876101,1,"1,009.89",FRS STAFF AGENCY,03/04/18,"1,009.89",National Operational Guidance Project,Human Resources
8761021,800111919,HAYS SPECIALIST RECRUITMENT,876102,1,491.96,FRS STAFF AGENCY,03/04/18,491.96,Technical and Service Support,Human Resources
8761031,800111887,HAYS SPECIALIST RECRUITMENT,876103,1,488.60,FRS STAFF AGENCY,03/04/18,488.60,HR Management,Human Resources
8761041,800111916,HAYS SPECIALIST RECRUITMENT,876104,1,717.26,FRS STAFF AGENCY,03/04/18,717.26,Development and Training,Human Resources
8761051,800111908,HAYS SPECIALIST RECRUITMENT,876105,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Development and Training,Human Resources
8761061,800111904,HAYS SPECIALIST RECRUITMENT,876106,1,582.11,FRS STAFF AGENCY,03/04/18,582.11,Technical and Service Support,Human Resources
8761071,800111921,HAYS SPECIALIST RECRUITMENT,876107,1,491.68,FRS STAFF AGENCY,03/04/18,491.68,HR Management,Human Resources
8761081,800111920,HAYS SPECIALIST RECRUITMENT,876108,1,474.32,FRS STAFF AGENCY,03/04/18,474.32,Technical Support & Performance,Human Resources
8761091,800111932,HAYS SPECIALIST RECRUITMENT,876109,1,"1,683.65",FRS STAFF AGENCY,03/04/18,"1,683.65",Information and Communication Technology,Human Resources
8761101,800111881,HAYS SPECIALIST RECRUITMENT,876110,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Fire Stations (South West),Human Resources
8761111,800111898,HAYS SPECIALIST RECRUITMENT,876111,1,630.74,FRS STAFF AGENCY,03/04/18,630.74,Technical Support & Performance,Human Resources
8761121,800111930,HAYS SPECIALIST RECRUITMENT,876112,1,488.60,FRS STAFF AGENCY,03/04/18,488.60,Technical Support & Performance,Human Resources
8761131,800111947,HAYS SPECIALIST RECRUITMENT,876113,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Information and Communication Technology,Human Resources
8761141,800111931,HAYS SPECIALIST RECRUITMENT,876114,1,491.68,FRS STAFF AGENCY,03/04/18,491.68,Fire Stations (South West),Human Resources
8761151,800111892,HAYS SPECIALIST RECRUITMENT,876115,1,542.08,FRS STAFF AGENCY,03/04/18,542.08,Development and Training,Human Resources
8761161,800111882,HAYS SPECIALIST RECRUITMENT,876116,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Procurement,Human Resources
8761171,800111914,HAYS SPECIALIST RECRUITMENT,876117,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Technical Support & Performance,Human Resources
8761181,800111875,HAYS SPECIALIST RECRUITMENT,876118,1,592.90,FRS STAFF AGENCY,03/04/18,592.90,Community Safety,Human Resources
8761191,800111896,HAYS SPECIALIST RECRUITMENT,876119,1,"1,093.40",FRS STAFF AGENCY,03/04/18,"1,093.40",Grenfell,Human Resources
8761201,800111926,HAYS SPECIALIST RECRUITMENT,876120,1,944.72,FRS STAFF AGENCY,03/04/18,944.72,Legal & Democratic Services,Human Resources
8761221,800111899,HAYS SPECIALIST RECRUITMENT,876122,1,592.90,FRS STAFF AGENCY,03/04/18,592.90,Technical and Service Support,Human Resources
8761231,800111911,HAYS SPECIALIST RECRUITMENT,876123,1,603.40,FRS STAFF AGENCY,03/04/18,603.40,Information and Communication Technology,Human Resources
8761241,800111878,HAYS SPECIALIST RECRUITMENT,876124,1,618.45,FRS STAFF AGENCY,03/04/18,618.45,Information and Communication Technology,Human Resources
8761251,800111894,HAYS SPECIALIST RECRUITMENT,876125,1,805.86,FRS STAFF AGENCY,03/04/18,805.86,Community Safety,Human Resources
8761261,800111927,HAYS SPECIALIST RECRUITMENT,876126,1,593.29,FRS STAFF AGENCY,03/04/18,593.29,Technical Support & Performance,Human Resources
8761271,800111880,HAYS SPECIALIST RECRUITMENT,876127,1,283.57,FRS STAFF AGENCY,03/04/18,283.57,Community Safety,Human Resources
8761281,800111913,HAYS SPECIALIST RECRUITMENT,876128,1,568.17,FRS STAFF AGENCY,03/04/18,568.17,Procurement,Human Resources
8761291,800111909,HAYS SPECIALIST RECRUITMENT,876129,1,610.74,FRS STAFF AGENCY,03/04/18,610.74,Procurement,Human Resources
8761311,800111940,HAYS SPECIALIST RECRUITMENT,876131,1,592.89,FRS STAFF AGENCY,03/04/18,592.89,Community Safety,Human Resources
8761321,800111918,HAYS SPECIALIST RECRUITMENT,876132,1,592.90,FRS STAFF AGENCY,03/04/18,592.90,Technical Support & Performance,Human Resources
8761331,800111951,HAYS SPECIALIST RECRUITMENT,876133,1,704.55,FRS STAFF AGENCY,03/04/18,704.55,Technical Support & Performance,Human Resources
8761341,800111891,HAYS SPECIALIST RECRUITMENT,876134,1,402.60,FRS STAFF AGENCY,03/04/18,402.60,Technical Support & Performance,Human Resources
8761351,800111906,HAYS SPECIALIST RECRUITMENT,876135,1,610.76,FRS STAFF AGENCY,03/04/18,610.76,Grenfell,Human Resources
8761361,800111903,HAYS SPECIALIST RECRUITMENT,876136,1,"1,040.40",FRS STAFF AGENCY,03/04/18,"1,040.40",Operational Resilience,Human Resources
8761371,800111925,HAYS SPECIALIST RECRUITMENT,876137,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Finance Services,Human Resources
8761381,800111922,HAYS SPECIALIST RECRUITMENT,876138,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Fire Stations (North West),Human Resources
8761391,800111879,HAYS SPECIALIST RECRUITMENT,876139,1,"1,128.40",FRS STAFF AGENCY,03/04/18,"1,128.40",Development and Training,Human Resources
8761401,800111895,HAYS SPECIALIST RECRUITMENT,876140,1,584.58,FRS STAFF AGENCY,03/04/18,584.58,Technical Support & Performance,Human Resources
8761411,800111937,HAYS SPECIALIST RECRUITMENT,876141,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Fire Stations (South West),Human Resources
8761421,800111885,HAYS SPECIALIST RECRUITMENT,876142,1,727.65,FRS STAFF AGENCY,03/04/18,727.65,Strategy & Inclusion,Human Resources
8761431,800111915,HAYS SPECIALIST RECRUITMENT,876143,1,"1,683.65",FRS STAFF AGENCY,03/04/18,"1,683.65",Information and Communication Technology,Human Resources
8761441,800111928,HAYS SPECIALIST RECRUITMENT,876144,1,554.95,FRS STAFF AGENCY,03/04/18,554.95,Central Operations,Human Resources
8761451,800111933,HAYS SPECIALIST RECRUITMENT,876145,1,727.82,FRS STAFF AGENCY,03/04/18,727.82,Legal & Democratic Services,Human Resources
8761471,800111936,HAYS SPECIALIST RECRUITMENT,876147,1,946.40,FRS STAFF AGENCY,03/04/18,946.40,HR Management,Human Resources
8761481,800111924,HAYS SPECIALIST RECRUITMENT,876148,1,"1,017.50",FRS STAFF AGENCY,03/04/18,"1,017.50",Development and Training,Human Resources
8761491,800111889,HAYS SPECIALIST RECRUITMENT,876149,1,"1,683.65",FRS STAFF AGENCY,03/04/18,"1,683.65",Information and Communication Technology,Human Resources
8761501,800111948,HAYS SPECIALIST RECRUITMENT,876150,1,864.14,FRS STAFF AGENCY,03/04/18,864.14,Information and Communication Technology,Human Resources
8761511,800111907,HAYS SPECIALIST RECRUITMENT,876151,1,614.60,FRS STAFF AGENCY,03/04/18,614.60,Fire Stations (South East),Human Resources
8761521,800111890,HAYS SPECIALIST RECRUITMENT,876152,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Fire Stations (South West),Human Resources
8761531,800111917,HAYS SPECIALIST RECRUITMENT,876153,1,"1,093.40",FRS STAFF AGENCY,03/04/18,"1,093.40",Grenfell,Human Resources
8761541,800111945,HAYS SPECIALIST RECRUITMENT,876154,1,869.05,FRS STAFF AGENCY,03/04/18,869.05,Finance Services,Human Resources
8761551,800111929,HAYS SPECIALIST RECRUITMENT,876155,1,610.75,FRS STAFF AGENCY,03/04/18,610.75,Technical Support & Performance,Human Resources
8761561,800111874,HAYS SPECIALIST RECRUITMENT,876156,1,732.55,FRS STAFF AGENCY,03/04/18,732.55,Communications,Human Resources
8761571,800111943,HAYS SPECIALIST RECRUITMENT,876157,1,856.65,FRS STAFF AGENCY,03/04/18,856.65,Information and Communication Technology,Human Resources
8761581,800111941,HAYS SPECIALIST RECRUITMENT,876158,1,"1,040.40",FRS STAFF AGENCY,03/04/18,"1,040.40",Operational Resilience,Human Resources
8761591,800111934,HAYS SPECIALIST RECRUITMENT,876159,1,362.04,FRS STAFF AGENCY,03/04/18,362.04,Technical Support & Performance,Human Resources
8761641,800111952,HAYS SPECIALIST RECRUITMENT,876164,1,"1,552.41",FRS STAFF AGENCY,03/04/18,"1,552.41",Legal & Democratic Services,Human Resources
8926881,280318K,HASKEL ENERGY SYSTEMS LIMITED,892688,1,"2,337.23",REPAIR & MAINTENANCE,03/04/18,"2,337.23",Technical and Service Support,Furniture & Soft Furnishings
903321,270318K,SHARPE PRITCHARD,90332,1,"1,500.00",PROFESSIONAL SERVICES,03/04/18,"1,500.00",Technical and Service Support,Consultancy
905341,142209,SHARPE PRITCHARD,90534,1,"1,696.00",PROFESSIONAL FEES GENERAL,03/04/18,"1,696.00",Legal & Democratic Services,Legal Services
9122271,800112970,SAFEGUARD PEST CON. & ENV.LTD,912227,1,700.00,REACTIVE PEST CONTROL,03/04/18,700.00,Technical and Service Support,Environmental Services
9147411,800112965,SAFEGUARD PEST CON. & ENV.LTD,914741,1,350.00,REACTIVE PEST CONTROL,03/04/18,350.00,Technical and Service Support,Environmental Services
9147491,800112966,SAFEGUARD PEST CON. & ENV.LTD,914749,1,350.00,REACTIVE PEST CONTROL,03/04/18,350.00,Technical and Service Support,Environmental Services
9149241,800112955,SAFEGUARD PEST CON. & ENV.LTD,914924,1,915.00,REACTIVE PEST CONTROL,03/04/18,915.00,Technical and Service Support,Environmental Services
94524561,280318F,PACE PETROLEUM LIMITED,9452456,1,"4,236.71",FUEL,03/04/18,"4,236.71",Fire Stations (South West),Vehicle Management
9860871,800112929,BYWATERS LTD,986087,1,30.83,PLANNED REFUSE COLLECTION,03/04/18,"3,298.81",Technical and Service Support,Environmental Services
9860872,800112929,BYWATERS LTD,986087,2,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
9860873,800112929,BYWATERS LTD,986087,3,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
9860874,800112929,BYWATERS LTD,986087,4,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
9860875,800112929,BYWATERS LTD,986087,5,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
9860876,800112929,BYWATERS LTD,986087,6,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
9860877,800112929,BYWATERS LTD,986087,7,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
9860878,800112929,BYWATERS LTD,986087,8,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
9860879,800112929,BYWATERS LTD,986087,9,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608710,800112929,BYWATERS LTD,986087,10,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608711,800112929,BYWATERS LTD,986087,11,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608712,800112929,BYWATERS LTD,986087,12,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608713,800112929,BYWATERS LTD,986087,13,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608714,800112929,BYWATERS LTD,986087,14,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608715,800112929,BYWATERS LTD,986087,15,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608716,800112929,BYWATERS LTD,986087,16,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608717,800112929,BYWATERS LTD,986087,17,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608718,800112929,BYWATERS LTD,986087,18,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608719,800112929,BYWATERS LTD,986087,19,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608720,800112929,BYWATERS LTD,986087,20,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608721,800112929,BYWATERS LTD,986087,21,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608722,800112929,BYWATERS LTD,986087,22,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608723,800112929,BYWATERS LTD,986087,23,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608724,800112929,BYWATERS LTD,986087,24,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608725,800112929,BYWATERS LTD,986087,25,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608726,800112929,BYWATERS LTD,986087,26,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608727,800112929,BYWATERS LTD,986087,27,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608728,800112929,BYWATERS LTD,986087,28,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608729,800112929,BYWATERS LTD,986087,29,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608730,800112929,BYWATERS LTD,986087,30,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608731,800112929,BYWATERS LTD,986087,31,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608732,800112929,BYWATERS LTD,986087,32,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608733,800112929,BYWATERS LTD,986087,33,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608734,800112929,BYWATERS LTD,986087,34,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608735,800112929,BYWATERS LTD,986087,35,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608736,800112929,BYWATERS LTD,986087,36,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608737,800112929,BYWATERS LTD,986087,37,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
98608738,800112929,BYWATERS LTD,986087,38,30.83,PLANNED REFUSE COLLECTION,03/04/18,,Technical and Service Support,Environmental Services
