 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasws
200716K,BIFFA WASTE SERVICES LTD======,501M69193,69,135.26,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,70,130.62,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,71,92.89,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,72,89.9,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,73,84.6,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,74,105.75,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,75,127.58,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,76,289.92,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,77,135.26,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,78,147.2,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,79,193.29,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,80,84.6,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,81,211.4,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,82,100.45,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,83,97.46,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,84,289.92,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,85,47.6,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,86,86.13,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,87,123.13,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,88,289.92,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,89,114.84,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,90,"1,766.76",PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,91,63.45,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,92,123.13,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,93,123.13,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,94,306.6,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,95,97.46,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,96,117.76,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,97,114.84,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,98,30.24,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,99,135.26,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,100,139.71,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,101,134.34,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,102,97.46,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,103,92.89,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,104,92.89,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,105,143.55,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
200716K,BIFFA WASTE SERVICES LTD======,501M69193,106,130.62,PLANNED REFUSE COLLECTION,01/08/2016,,Technical and Service Support,Environmental Services
141568,ARQUIVA LIMITED===============,52031324,1,461,RENTS,01/08/2016,461,Technical and Service Support,Building Constr Materials
190716K,THE HEIGHTEC GROUP LTD========,52216,1,"1,169.63",OPERATIONAL EQUIP-PURCHASE,01/08/2016,"1,169.63",Technical and Service Support,Fire & Rescue
260716K,KNIGHTON CLEANING SERVICES LTD,53412,1,"3,170.73",HYGIENE,01/08/2016,"3,170.73",Technical and Service Support,Cleaning & Janitorial
270716K,PLASTOR=======================,57157,1,801.9,PURCHASE,01/08/2016,881.9,Technical and Service Support,Fire & Rescue
270716K,PLASTOR=======================,57157,2,80,PURCHASE,01/08/2016,,Technical and Service Support,Fire & Rescue
141568,BRE GLOBAL LTD,65007865,1,"6,062.50",PROFESSIONAL FEES ENFORCEMENT,01/08/2016,"12,125.00",Legal & Democratic Services,Consultancy
141568,BRE GLOBAL LTD,65007865,2,"6,062.50",CONSULTANTS,01/08/2016,,Fire Safety Regulation,Consultancy
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,1,526.06,FUEL,01/08/2016,"15,101.08",Procurement,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,2,505.08,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,3,468.7,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,4,353,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,5,336.44,FUEL,01/08/2016,,Central Operations,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,6,323.43,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,7,308.28,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,8,307.81,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,9,297.62,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,10,297.13,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,11,276.2,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,12,262.81,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,13,260.98,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,14,248.96,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,15,237.82,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,16,233.87,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,17,230.65,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,18,227.03,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,19,224.28,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,20,224.21,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,21,223.67,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,22,220.26,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,23,216.47,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,24,203.08,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,25,200.65,FUEL,01/08/2016,,Information and Communication Technology,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,26,193.28,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,27,191.66,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,28,191.34,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,29,182.64,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,30,181.68,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,31,181.05,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,32,179.33,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,33,167.86,FUEL,01/08/2016,,Operational Policy,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,34,161.22,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,35,160.19,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,36,159.64,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,37,159.23,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,38,153.34,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,39,151.07,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,40,141.58,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,41,139.59,FUEL,01/08/2016,,Fire Safety Regulation,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,42,139.46,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,43,138.48,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,44,135.78,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,45,134.13,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,46,132.19,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,47,129.81,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,48,126.28,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,49,124.51,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,50,124.21,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,51,122.85,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,52,122.15,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,53,117.7,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,54,115.95,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,55,115.87,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,56,114.08,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,57,112.11,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,58,111.56,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,59,109.56,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,60,108.42,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,61,106.6,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,62,106.01,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,63,105.54,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,64,104.47,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,65,104.38,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,66,102.66,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,67,100.73,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,68,99.07,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,69,98.32,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,70,97.04,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,71,95.42,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,72,92.23,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,73,90.4,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,74,88.11,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,75,87.45,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,76,87.07,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,77,83.11,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,78,80.32,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,79,79.75,FUEL,01/08/2016,,Operational Resilience,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,80,78.38,FUEL,01/08/2016,,Cadets,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,81,73,FUEL,01/08/2016,,CBRN RRT,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,82,70.17,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,83,69.05,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,84,63.41,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,85,61.25,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,86,60.47,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,87,52.91,FUEL,01/08/2016,,Technical and Service Support,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,88,51.32,FUEL,01/08/2016,,Challenge Team,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,89,48.54,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,90,47.5,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,91,46.28,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,92,45.26,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,93,41.67,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,94,37.33,FUEL,01/08/2016,,LIFE - LFB Funded,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,95,35.43,FUEL,01/08/2016,,Command Units,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,96,31.6,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,97,31.11,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,98,27.21,FUEL,01/08/2016,,Fire Stations (North West),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,99,26.98,FUEL,01/08/2016,,Technical and Service Support,Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,100,26.03,FUEL,01/08/2016,,Fire Stations (North East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,101,13.93,FUEL,01/08/2016,,Fire Stations (South East),Vehicle Management
800087177,ALLSTAR BUSINESS SOLUTIONS LTD,E2006913405,102,9.28,FUEL,01/08/2016,,Fire Stations (South West),Vehicle Management
