,,,,,,,,,,,,,,,,,,,,,,,,,,
Ref No,Contract Title,Department,Team Name,Contract Owner,CPS allocated to,Term Contract,OJEU,Awarded,Has ext option,Expired,Service Type,Budget Implications,Actual Cost,Est Cost ,Cost variance,Duration  (months),Extended,Ext post contract,Auth to tender,Framework agreement,Initial start date,Initial end date,Ext start date,Ext end date,Actual exp date,Contracts awarded to
5935,Trend ScanMail for MS Exchange Suite Licence,Information and Communications Technology ,ICT Management,Phillip Freestone,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 13,789","£ 13,789",£ 0,12,No,No,Budget Holder Approval,RM3733 Technology Products 2,01/12/2016,01/12/2017,,,, Phoenix
5934,Finance Management System Support Agreement,Information and Communications Technology ,ICT Management,Phillip Freestone,Not allocated,,No,No,No,No,Goods/Service,Expenditure,,"£ 44,893",,12,No,No,Budget Holder Approval,,,,,,,
5933,SharePoint Environment Software Support Services Agreement,Information and Communications Technology ,ICT Management,Phillip Freestone,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 179,053","£ 180,000",(£ 947),36,Yes,No,Budget Holder Approval,Business Systems Development Application Support and IT/IS Services Agreement ,19/11/2013,18/11/2016,18/11/2016,18/11/2017,, Silversands Limited
5931,Network upgrade,Information and Communications Technology ,Network,Thomas Mohan,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 60,000","£ 60,000",£ 0,0,No,No,Budget Holder Approval,,23/01/2017,23/01/2017,,,, British Telecom
5930,SafeEnd security renewal,Information and Communications Technology ,Security,Ashley Woodhams,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 11,419","£ 15,000","(£ 3,581)",32,No,No,Budget Holder Approval,,31/12/2016,31/08/2019,,,, Capita
5929,Kingston FS - Provision and Installation of Direct Fired Water Heater System,Technical and Service Support,Property Project Delivery,Mahmoud Mokhtari,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 20,429","£ 15,500","£ 4,929",1,No,No,Delegated Authority,,30/01/2017,28/02/2017,,,28/02/2017, REAM Contracts Ltd
5927,Cobra coldcutting training,Operational Resilience,Special Operations Group,James Morford,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 46,974","£ 46,974",£ 0,12,No,No,Head of Procurement approval for single tender action,,13/12/2016,13/12/2017,,,, Northamptonshire County Council
5926,Performance Management Framework,Strategy and Inclusion,Strategy Risk and Engagement,Abida Khan,Joseph Newton,Yes,No,No,No,No,Goods/Service,Expenditure,,"£ 167,900",,36,No,No,Delegated Authority,,,,,,,
5925,Multi Function Devices,Information and Communications Technology ,ICT Management,Julian Martin,Hitesh Mistry,Yes,No,Yes,No,No,Goods/Service,Expenditure,"£ 115,000","£ 115,000",£ 0,36,No,No,Budget Holder Approval,"Multifunctional Devices, Managed Print and Content Services and Records and Information Management",30/06/2017,30/06/2020,,,, Canon
5924,Replacement/Upgrade of network security products,Information and Communications Technology ,Network,Thomas Mohan,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 508,176","£ 500,000","£ 8,176",36,No,No,Budget Holder Approval,,01/02/2017,01/02/2020,,,, Bramble CC
5923,Trainee Firefighter Assessment and Selection (Initial Sift),Human Resources Management,HR Operations,Kelly Knight,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 36,900","£ 36,000",£ 900,36,No,No,Budget Holder Approval,,15/12/2016,15/12/2019,,,, Assessment and Development Consultants 
5921,Cyber attach consultancy,Information and Communications Technology ,ICT Management,Julian Martin,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 25,000","£ 15,000","£ 10,000",1,No,No,Budget Holder Approval,,20/02/2017,20/03/2017,,,, Actcia Consulting
5920,Replacement ICT Password Safe,Information and Communications Technology ,Security,Ashley Woodhams,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 25,000","£ 80,000","(£ 55,000)",36,No,No,Budget Holder Approval,,01/02/2017,01/02/2020,,,, Thycotic
5919,London Risk Assessment Development,Operational Resilience,Emergency Planning,John Hetherington,Hitesh Mistry,Yes,No,Yes,No,No,Goods/Service,Expenditure,"£ 50,000","£ 50,000",£ 0,3,No,No,Budget Holder Approval,,13/02/2017,13/05/2017,,,," Risk Management Solutions, Inc."
5917,Merton LOC Diesel Supply,Technical and Service Support,Property Operations Management,Neville Harper,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 13,500","£ 60,000","(£ 46,500)",1,No,No,Delegated Authority,CCS RM1013 ,19/12/2016,19/01/2017,,,19/01/2017, Birlem Ltd
5915,Hyperconverged Infrastructure for Test and Dev,Information and Communications Technology ,Server,Lee Wakeman,Not allocated,,Yes,No,No,No,Goods/Service,Expenditure,,"£ 350,000",,0,No,No,Budget Holder Approval,,14/11/2016,13/11/2019,,,, XMA Ltd
5914,Bromley Fire Station - Yard Gates and Perimeter Fencing,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 74,188","£ 82,500","(£ 8,312)",4,No,No,Delegated Authority,,09/01/2017,09/05/2017,,,09/05/2017, B.Nokes Contracts Ltd
5913, Leyton Fire Station - Roof Upgrade,Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 141,992","£ 168,300","(£ 26,308)",2,No,No,Delegated Authority,,23/01/2017,23/03/2017,,,23/03/2017, Heartfelt Roofing
5912,Trainee Firefighter Recruitment - Attraction ,Human Resources Management,HR Operations,Kelly Knight,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 23,750","£ 20,000","£ 3,750",2,No,No,Budget Holder Approval,,05/10/2016,05/12/2016,,,05/12/2016, Helen Bartimote Consulting Limited
5911,Logistics Consultancy,Technical and Service Support,Property Strategic Planning,Marguerite Cameron,Michael McCarthy,Yes,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 32,000","£ 50,000","(£ 18,000)",3,No,No,Delegated Authority,,14/11/2016,14/02/2017,,,14/02/2017, Davies & Robson Logistics Ltd  
5910,Museum Consultancy Services,Communications,Communications Support Team,Caroline Davis,Dean Kinsella,No,No,Yes,No,No,Goods/Service,Expenditure,"£ 20,000","£ 20,000",£ 0,4,No,No,Head of Procurement approval for single tender action,,23/03/2017,23/07/2017,,,, Petersham Group Ltd
5909,Bromley Fire Station – Replacement Heating System,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 339,286","£ 355,000","(£ 15,714)",3,No,No,Delegated Authority,,04/01/2017,04/04/2017,,,04/04/2017, Purdy Contracts Ltd
5908,Poplar Fire Station – Rewire,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 208,637","£ 287,000","(£ 78,363)",3,No,No,Delegated Authority,,04/01/2017,04/04/2017,,,04/04/2017, Morrissey Electrical & Building Ltd
5907,Event Management,Strategy and Inclusion,National Operational Guidance,Simon Davis,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 15,000","£ 15,000",£ 0,2,No,No,Head of Procurement approval for single tender action,,07/11/2016,07/01/2017,,,, Story Events Ltd
5906,audience response system,Operations Directorate,Redbridge (Team),Frazer Ferguson,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 9,750","£ 9,750",£ 0,36,No,No,Budget Holder Approval,,01/11/2016,01/11/2019,,,, Qwizdom UK Ltd
5905,Provision of Undress Uniform,Procurement,Contracts Management Group,Brigitte De Shong,Gillian Maxwell,Yes,Yes,Yes,No,No,Goods/Service,Expenditure,"£ 275,000","£ 275,000",£ 0,12,No,No,Head of Procurement approval for single tender action,,01/10/2016,01/10/2017,,,, Waterfront Ltd
5904,"Interim Maintenance of Powered and Manually Operated Appliance Bay Doors, Roller Shutters, Tower Grilles/Shutters and Rear gates. ",Technical and Service Support,Property Supply Chain Management,Paula Taylor,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 180,000","£ 180,000",£ 0,6,No,No,Delegated Authority,,18/10/2016,18/04/2017,,,, Arkas Limited 
5903,"Support Maintenance Contract for AIUS, CMS,CMS Bulk Document Uploader, Mobile Data Communications Gateway, VMDS, VMDS Comms, GPS and Multiple Callsigns ",Information and Communications Technology ,Leavers,Sally Devine,Not allocated,,Yes,Yes,No,No,Goods/Service,Expenditure,"£ 564,705","£ 564,705",£ 0,36,No,No,Delegated Authority,,03/08/2014,03/08/2017,,,, Airbus Defence and Space 
5902,Real Fire Training Venue Specialist,Technical and Service Support,Property Supply Chain Management,Rupert Palmer,Michael McCarthy,Yes,No,No,No,No,Goods/Service,Expenditure,,£ 0,,0,No,No,Committee Decision,,,,,,,
5898,Brigade Wide Premises Condition Surveys ,Technical and Service Support,Property Operations Management,Bilikisu Mohammed,Dean Kinsella,Yes,No,No,No,No,Goods/Service,Expenditure,,"£ 48,000",,4,No,No,Budget Holder Approval,,,,,,,
5897, Sidcup Fire Station – Watchroom Relocation ,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 55,715","£ 50,000","£ 5,715",2,No,No,Delegated Authority,,04/01/2017,04/03/2017,,,04/03/2017, B Nokes Contracts Ltd
5896,New Malden FS – Heating Upgrade,Technical and Service Support,Property Project Delivery,Gillian Hazlett,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 210,136","£ 246,000","(£ 35,864)",3,No,No,Delegated Authority,,28/11/2016,28/02/2017,,,28/02/2017, Purdy Contracts Ltd
5895,Trainee Firefighter Selection and Assessment,Human Resources Management,HR Operations,Kelly Knight,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 25,000","£ 25,000",£ 0,4,No,No,Head of Procurement approval for single tender action,,03/10/2016,03/02/2017,,,03/02/2017, Helen Bartimote Consulting 
5894,Design Team Services - Third Training Centre,Technical and Service Support,Property Supply Chain Management,Rupert Palmer,Michael McCarthy,Yes,No,Yes,No,No,Goods/Service,Expenditure,"£ 170,475","£ 92,000","£ 78,475",26,No,No,Delegated Authority,HCA Multi-Disciplinary Panel,06/01/2017,06/10/2020,,,, BDP
5893,Drugs and Alcohol screening,Human Resources Management,Employment Relations,Colman Donnelly,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 10,000","£ 10,000",£ 0,48,No,No,Delegated Authority,,01/11/2016,01/11/2020,,,, Alere Toxicology PLC
5892,NOGP - new website and online database,Strategy and Inclusion,National Operational Guidance,Stephen Beakhust,Gillian Maxwell,No,No,Yes,No,No,Goods/Service,Expenditure,"£ 160,000","£ 160,000",£ 0,18,No,No,Budget Holder Approval,,01/12/2016,01/06/2018,,,, Panlogic Ltd
5891,Software Support Services Agreement ,Information and Communications Technology ,Leavers,Sally Devine,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 167,000","£ 167,000",£ 0,36,No,No,Budget Holder Approval,,19/11/2008,19/11/2011,,,18/11/2011,
5890,Maintenance Agreement for AudioNet Digital recording System ,Information and Communications Technology ,Leavers,Sally Devine,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 2,954","£ 2,954",£ 0,12,No,No,Budget Holder Approval,,16/11/2011,16/11/2011,,,16/11/2012,
5889,Hardware Support and Maintenance Agreement ,Information and Communications Technology ,Leavers,Sally Devine,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 5,145","£ 5,145",£ 0,12,No,No,Budget Holder Approval,,23/05/2012,23/05/2012,,,23/05/2013, Specialist Computer Centre 
5888,Training Delivery Programme Application,Information and Communications Technology ,ICT Management,Phillip Freestone,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 147,155","£ 147,155",£ 0,13,No,No,Budget Holder Approval,,20/06/2011,20/07/2012,,,03/07/2012, QA Ltd
5887,Skills Licence Application ,Information and Communications Technology ,ICT Management,Phillip Freestone,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 147,155","£ 147,155",£ 0,13,No,No,Budget Holder Approval,,22/06/2011,05/07/2012,,,05/07/2012, QA Ltd
5886,Provision of Insurance Broking Services,Finance,Accountancy & Treasury,Peter Risby,Robert Fisher,Yes,No,Yes,No,No,Goods/Service,Expenditure,"£ 26,500","£ 45,000","(£ 18,500)",36,No,No,Delegated Authority,,01/07/2017,01/07/2020,,,, Arthur J. Gallagher Insurance Brokers Limited
5885,Provision of PPE,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,No,No,No,Goods/Service,Expenditure,,"£ 80,000,000",,96,No,No,Delegated Authority,Kent PPE Framework,,,,,,
5884,Provision of Property and Estates Management Services,Technical and Service Support,Property Strategic Planning,Paul Greenwood,Not allocated,,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 3,500,000","£ 3,000,000","£ 500,000",42,No,No,Committee Decision,,01/04/2017,01/10/2020,,,, Dron & Wright
5883,Hazmat National Operational Guidance Specialist Advisor,Strategy and Inclusion,National Operational Guidance,Simon Davis,Dean Kinsella,No,No,Yes,No,No,Goods/Service,Expenditure,"£ 13,800","£ 24,782","(£ 10,982)",12,No,No,Head of Procurement approval for single tender action,,02/05/2017,02/05/2018,,,, CGE Risk Management Solutions
5880,Procurement Consultancy Support,Procurement,Contracts Management Group,Mark Atkinson,Lesley Troke,No,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 10,000","£ 10,000",£ 0,2,No,No,Delegated Authority,Consultancy One,05/12/2016,05/02/2017,,,05/02/2017, Coyle Personnel Plc
5879,Website Re-Design,Communications,Internal Communications and Events,Peter Richardson,Not allocated,,Yes,Yes,No,No,Goods/Service,Expenditure,"£ 250,000","£ 250,000",£ 0,24,No,No,Budget Holder Approval,Digital Marketplace ,01/11/2016,01/11/2018,,,, E3 Ltd
5878,Chelsea Fire Station – Concrete Repair Works,Technical and Service Support,Property Strategic Planning,Francis Daly,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 33,498","£ 52,965","(£ 19,467)",1,No,No,Delegated Authority,,26/09/2016,21/10/2016,,,21/10/2016, Collins Contractors Ltd
5877,Provision & Installation of Replacement Condenser Coils & Chiller Refurbishment @ Union Street LFB HQ,Technical and Service Support,Property Project Delivery,Mahmoud Mokhtari,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 222,852","£ 125,000","£ 97,852",1,No,No,Delegated Authority,,06/03/2017,06/04/2017,,,06/04/2017, H & V Building Services Ltd
5876,Chingford Fire Station - Roof Upgrade,Technical and Service Support,Property Project Delivery,David Attfield,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 120,857","£ 215,254","(£ 94,397)",2,No,No,Delegated Authority,,07/11/2016,07/01/2017,,,07/01/2017, Heartfelt Roofing
5873,Provision of Catering Services,Technical and Service Support,Property Supply Chain Management,Paula Taylor,Gillian Maxwell,Yes,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 200,000","£ 200,000",£ 0,36,No,No,Budget Holder Approval,RM1056,01/04/2017,01/04/2020,,,, ESS Government Services
5871,Control Monitor Arms,Operational Response,Brigade Control Management Team,Scott Hayward,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 14,035","£ 14,035",£ 0,0,No,No,Budget Holder Approval,,20/07/2016,20/07/2016,,,20/07/2016," Misco Ltd, SCC"
5870,Transcription Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 6,000","£ 6,000",£ 0,36,No,No,Delegated Authority,TfL/91768 - Pan GLA Transcription and General Note Taking Services,01/07/2016,30/06/2019,,,, WordWave International Ltd (T/A DTI)
5868,Non Emergency Telephony System,Information and Communications Technology ,ICT Management,Julian Martin,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 276,454","£ 276,454",£ 0,12,No,No,Delegated Authority,RM1045 Network Services,08/07/2016,08/07/2017,,,, Unify Enterprise Communications Ltd
5867,The supply of Printing Services for Operational Readiness Board System,Communications,Internal Communications and Events,Justina Leitao,Not allocated,,No,Yes,No,No,Goods/Service,Expenditure,"£ 5,700","£ 10,000","(£ 4,300)",12,No,No,Delegated Authority,,01/09/2016,01/09/2017,,,, Elle Media Group 
5866,Fire Engineering Services,Fire Safety (Statutory and Community),FSR Management Group,Lynsey Seal,Not allocated,,No,Yes,No,Yes,Goods/Service,Expenditure,"£ 18,333","£ 18,333",£ 0,5,No,No,Head of Procurement approval for single tender action,,01/07/2016,01/12/2016,,,01/12/2016, Brigly Fire Limited
5864,"Supply, delivery, collection, repair, maintenance, recycling and disposal of freezers and refrigerators",Procurement,Corporate Procurement Services,Robert Fisher,Robert Fisher,Yes,No,No,No,No,Goods/Service,Expenditure,,"£ 40,000",,36,No,No,Delegated Authority,,,,,,,
5863, Sidcup Fire Station – Replace Central Heating Boiler  ,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 74,076","£ 38,000","£ 36,076",2,No,No,Delegated Authority,,25/07/2016,23/09/2016,,,23/09/2016, H&V Building Services Ltd
5862,Provision of Trade Refuse Managment Services,Technical and Service Support,Property Supply Chain Management,Paula Taylor,Not allocated,,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 140,000","£ 140,000",£ 0,3,Yes,Yes,Head of Procurement approval for single tender action,,01/06/2016,31/08/2016,01/04/2017,30/09/2017,, Biffa Group Llimited 
5861,Bromley Fire Station – Rewire ,Technical and Service Support,Property Strategic Planning,Ian McLaughlin,Not allocated,,No,Yes,No,Yes,Works,Expenditure,"£ 201,470","£ 205,191","(£ 3,721)",3,No,No,Delegated Authority,,15/08/2016,07/11/2016,,,07/11/2016, Morrissey Electrical & Building Ltd
