 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
050115G,DRAEGER SAFETY UK LIMITED=====,2910003990,1,"2,354.71",PROTECTIVE EQUIPT - PARTS,08/01/2015,"2,354.71",Technical and Service Support,Fire & Rescue
050115G,DRAEGER SAFETY UK LIMITED=====,2910004079,1,547.2,GENERAL CONSUMABLES,08/01/2015,547.2,Procurement,Fire & Rescue
050115G,DRAEGER SAFETY UK LIMITED=====,2910004123,1,407.7,PROTECTIVE EQUIPT - PARTS,08/01/2015,407.7,Technical and Service Support,Fire & Rescue
050115G,DRAEGER SAFETY UK LIMITED=====,2910004124,1,254.6,PROTECTIVE EQUIPT - PARTS,08/01/2015,254.6,Technical and Service Support,Fire & Rescue
050115G,DRAEGER SAFETY UK LIMITED=====,2910004282,1,540.75,PROTECTIVE EQUIPT - PARTS,08/01/2015,540.75,Technical and Service Support,Fire & Rescue
221214C,DRAEGER SAFETY UK LIMITED=====,291002752,1,"2,269.60",PROTECTIVE EQUIPT - PARTS,08/01/2015,"2,810.35",Technical and Service Support,Fire & Rescue
221214C,DRAEGER SAFETY UK LIMITED=====,291002752,2,540.75,PROTECTIVE EQUIPT - PARTS,08/01/2015,,Technical and Service Support,Fire & Rescue
800056918,*BANNER BUSINESS SUPPLIES LTD=,29261114,1,269.28,STATIONERY CONSUMABLES,08/01/2015,269.28,Operations Fire Stations,Stationery
140912,THAMES WATER UTILITIES LTD====,2963180521~,1,293.02,WATER & SEWERAGE RATES,08/01/2015,293.02,Technical And Service Support,Utilities
231214E,STORM TECHNOLOGIES============,301048,1,350,DEVELOPMENT  EXPENSES-CONTRACT,08/01/2015,350,Property PFI,ICT
221214C,STORM TECHNOLOGIES============,301635,1,"4,873.56",ACQUISITIONS,08/01/2015,"6,380.40",Information and Communication Technology,ICT
221214C,STORM TECHNOLOGIES============,301635,2,"1,506.84",ACQUISITIONS,08/01/2015,,Information and Communication Technology,ICT
231214E,STORM TECHNOLOGIES============,304464,1,"1,064.85",ACQUISITIONS,08/01/2015,"1,064.85",Information and Communication Technology,ICT
231214E,DEALERSHIP SERVICES LTD,3159,1,79.8,CLOTHING,08/01/2015,"1,007.15",Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,2,145,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,3,109.25,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,4,109.25,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,5,134.25,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,6,134.25,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,7,26.85,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,8,134.25,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
231214E,DEALERSHIP SERVICES LTD,3159,9,134.25,CLOTHING,08/01/2015,,Community Safety Delivery,Clothing
140912,THAMES WATER UTILITIES LTD====,3367365430Y,1,396.97,WATER & SEWERAGE RATES,08/01/2015,396.97,Technical And Service Support,Utilities
231214E,HUNTERS CONTRACTS LIMITED,348365,1,501.45,PURCHASES-FURNITURE,08/01/2015,"1,313.01",Property PFI,Furniture
231214E,HUNTERS CONTRACTS LIMITED,348365,2,130.87,PURCHASES-FURNITURE,08/01/2015,,Property PFI,Furniture
231214E,HUNTERS CONTRACTS LIMITED,348365,3,261.74,PURCHASES-FURNITURE,08/01/2015,,Property PFI,Furniture
231214E,HUNTERS CONTRACTS LIMITED,348365,4,418.95,PURCHASES-FURNITURE,08/01/2015,,Property PFI,Furniture
140912,THAMES WATER UTILITIES LTD====,38201-85478M,1,392.83,WATER & SEWERAGE RATES,08/01/2015,392.83,Technical And Service Support,Utilities
221214C,COMPUTACENTRE================,3880360714,1,488.88,ACQUISITIONS,08/01/2015,488.88,Operations Fire Stations,ICT
221214C,TECHNIFORM GRAPHICS LTD=======,404261,1,775,FIXTURES & FITTINGS,08/01/2015,775,Communications,Building Constr Materials
221214C,THE HEIGHTEC GROUP LTD========,43394,1,"2,799.75",REPAIR & MAINTENANCE,08/01/2015,"2,799.75",Technical And Service Support,Fire & Rescue
050115G,FOCUS & VISION TECHNOLOGY LTD,43882,1,"1,322.24",MEDICAL EXPENSES CONTRACT,08/01/2015,"1,322.24",HR Excluding Secondments,Healthcare
140912,THAMES WATER UTILITIES LTD====,46264-21532M,1,330.88,WATER & SEWERAGE RATES,08/01/2015,330.88,Technical And Service Support,Utilities
231214E,SPORTSAFE UK LTD==============,465623,1,155.82,GYM EQUIPMENT,08/01/2015,314.76,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465623,2,29,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465623,3,59.99,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465623,4,69.95,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465624,1,195,GYM EQUIPMENT,08/01/2015,264,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465624,2,69,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465625,1,195,GYM EQUIPMENT,08/01/2015,890,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465625,2,695,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465626,1,290,GYM EQUIPMENT,08/01/2015,595.24,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465626,2,73.14,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465626,3,25.42,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465626,4,83.74,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465626,5,73.94,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
231214E,SPORTSAFE UK LTD==============,465626,6,49,GYM EQUIPMENT,08/01/2015,,Technical And Service Support,Sports & Playground Equip
800056834,*GREENHAM TRADING LTD=========,5668243,1,43.24,HYGIENE,08/01/2015,354.53,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,2,17.7,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,3,10.26,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,4,35.52,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,5,16,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,6,19.76,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,7,10.7,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,8,10.7,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,9,40.75,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,10,118.9,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
800056834,*GREENHAM TRADING LTD=========,5668243,11,31,HYGIENE,08/01/2015,,Operations Fire Stations,Cleaning & Janitorial
050115G,TOYOTA MATERIAL HANDLING UK LT,610153405,1,909.99,PURCHASE,08/01/2015,909.99,Procurement,Vehicle Management
221214C,GAS & AIR SERVICES (UK)=======,6543,1,"1,321.42",REPAIR & MAINTENANCE,08/01/2015,"1,321.42",Technical And Service Support,Building Constr Materials
050115G,GAS & AIR SERVICES (UK)=======,6544,1,313.6,REPAIR & MAINTENANCE,08/01/2015,313.6,Technical And Service Support,Building Constr Materials
191214C,BOON EDAM LTD,720576,1,480,STRATEGIC (CYCLICAL),08/01/2015,480,Technical And Service Support,Building Constr Materials
221214C,WESTMINSTER CATHEDRAL=========,738,1,"1,054.00",PUBLIC RELATIONS,08/01/2015,"1,054.00",Communications,Arts & Leisure Services
050115G,CANON (UK) LTD===============,770492220,1,390.86,OFFICE EQUIPMENT,08/01/2015,390.86,HR Excluding Secondments,ICT
221214C,TWO SERVICES LTD==============,79234,1,"2,726.00",PURCHASES-FURNITURE,08/01/2015,"5,798.00",Property PFI,Catering
221214C,TWO SERVICES LTD==============,79234,2,"2,852.00",PURCHASES-FURNITURE,08/01/2015,,Property PFI,Catering
221214C,TWO SERVICES LTD==============,79234,3,220,PURCHASES-FURNITURE,08/01/2015,,Property PFI,Catering
140912,SHARPE PRITCHARD==============,80146,1,"1,140.00",CONSULTANTS,08/01/2015,"1,140.00",Central Finance,Legal Services
050115G,ANGUS FIRE LIMITED,8028715,1,"6,049.00",PROTECTIVE EQUIPT - PARTS,08/01/2015,"8,175.00",Technical and Service Support,Fire & Rescue
050115G,ANGUS FIRE LIMITED,8028715,2,"2,047.00",PROTECTIVE EQUIPT - PARTS,08/01/2015,,Technical and Service Support,Fire & Rescue
050115G,ANGUS FIRE LIMITED,8028715,3,79,OPERATIONAL EQUIP-PURCHASE,08/01/2015,,Technical And Service Support,Fire & Rescue
050115G,ANGUS FIRE LIMITED,8028716,1,"3,629.40",OPERATIONAL EQUIP-PURCHASE,08/01/2015,"3,708.40",Technical And Service Support,Fire & Rescue
050115G,ANGUS FIRE LIMITED,8028716,2,79,OPERATIONAL EQUIP-PURCHASE,08/01/2015,,Technical And Service Support,Fire & Rescue
140912,THAMES WATER UTILITIES LTD====,84470-03310M,1,419.7,WATER & SEWERAGE RATES,08/01/2015,419.7,Technical And Service Support,Utilities
140912,LONDON PENSIONS FUND AUTHORITY,8581,1,"84,267.02",LOCAL GOVT PENSION SCHEME PAYM,08/01/2015,"84,267.02",Central Finance,Financial Services
140912,THAMES WATER UTILITIES LTD====,8962850520\,1,415.56,WATER & SEWERAGE RATES,08/01/2015,415.56,Technical And Service Support,Utilities
171214C,CAPITA SECURE INFO SOLUTIONS,94106797,1,"149,356.00",CAMS CONTRACT,08/01/2015,"149,356.00",Control & Mobilising Services,ICT
161214E,BANCROFT HINCHLEY LTD=========,9559,1,"3,250.00",PROFESSIONAL DEVELOPMENT,08/01/2015,"3,250.00",Technical And Service Support,Fire & Rescue
181214C,ASTEC SURVEYS LIMITED=========,ASL-14-404,1,725,ASBESTOS,08/01/2015,725,Technical and Service Support,Environmental Services
181214E,SURVITEC SERVICE &DISTRIBUTION,CD30806138,1,"1,416.60",PURCHASE,08/01/2015,"1,436.60",Technical And Service Support,Fire & Rescue
181214E,SURVITEC SERVICE &DISTRIBUTION,CD30806138,2,20,REPAIR & MAINTENANCE,08/01/2015,,Technical And Service Support,Fire & Rescue
050115G,SURVITEC SERVICE &DISTRIBUTION,CD30806453,1,166,PROTECTIVE EQUIPT - PARTS,08/01/2015,491,Technical and Service Support,Fire & Rescue
050115G,SURVITEC SERVICE &DISTRIBUTION,CD30806453,2,310,PROTECTIVE EQUIPT - PARTS,08/01/2015,,Technical and Service Support,Fire & Rescue
050115G,SURVITEC SERVICE &DISTRIBUTION,CD30806453,3,15,REPAIR & MAINTENANCE,08/01/2015,,Technical And Service Support,Fire & Rescue
221214C,E&S B DAVIS LTD,DAV/53654,1,"1,080.00",OPERATIONAL EQUIP-PURCHASE,08/01/2015,"1,080.00",Business Continuity,Environmental Services
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,1,694.09,FUEL,08/01/2015,"16,732.23",Procurement,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,2,648.84,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,3,585.67,FUEL,08/01/2015,,Operations Non Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,4,486.36,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,5,426.44,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,6,424.37,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,7,361.53,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,8,344.22,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,9,338.92,FUEL,08/01/2015,,Business Continuity,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,10,317.94,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,11,266.84,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,12,266.03,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,13,258.48,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,14,241.91,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,15,235.29,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,16,234.49,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,17,230.71,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,18,230.33,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,19,226.4,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,20,223.01,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,21,222.65,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,22,212.02,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,23,211.38,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,24,208,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,25,204.33,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,26,201.41,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,27,197.13,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,28,196.12,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,29,190.18,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,30,189.85,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,31,188.72,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,32,181.61,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,33,178.93,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,34,177.71,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,35,175.03,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,36,172.86,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,37,171.91,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,38,171.01,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,39,163.16,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,40,162.01,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,41,158.12,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,42,154.49,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,43,153.15,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,44,152.57,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,45,151.74,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,46,148.47,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,47,144.62,FUEL,08/01/2015,,Operations Non Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,48,143.93,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,49,141.45,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,50,139.63,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,51,138.97,FUEL,08/01/2015,,Operational Resilience,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,52,136.41,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,53,134.2,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,54,133.05,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,55,131.66,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,56,129.27,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,57,128.1,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,58,127.33,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,59,126.12,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
800056939,ALLSTAR BUSINESS SOLUTIONS LTD,E2003980709,60,125.47,FUEL,08/01/2015,,Operations Fire Stations,Vehicle Management
