Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
SID-098032,270219K,JAMES FISHER NUCLEAR LIMITED,SID-098032,4,75.00,TELEMETRY MAINTENANCE,04/03/19,,Technical and Service Support,Fire & Rescue
SID-098032,270219K,JAMES FISHER NUCLEAR LIMITED,SID-098032,5,150.00,TELEMETRY MAINTENANCE,04/03/19,,Technical and Service Support,Fire & Rescue
SID-098032,270219K,JAMES FISHER NUCLEAR LIMITED,SID-098032,6,765.62,TELEMETRY MAINTENANCE,04/03/19,,Technical and Service Support,Fire & Rescue
SID-098033,270219K,JAMES FISHER NUCLEAR LIMITED,SID-098033,1,526.00,REPAIR & MAINTENANCE,04/03/19,526.00,Technical and Service Support,Fire & Rescue
SLINV00076713,270219K,RELIANCE HIGH-TECH,SLINV00076713,1,355.15,PLANNED MEP,04/03/19,355.15,Technical and Service Support,Works - Construction
SLINV00077413,270219K,RELIANCE HIGH-TECH,SLINV00077413,1,355.15,PLANNED MEP,04/03/19,355.15,Technical and Service Support,Works - Construction
SN2992542,260219V,BERENDSEN UK LTD,SN2992542,1,"6,044.43",LAUNDRY,04/03/19,"6,044.43",Central Operations,Cleaning & Janitorial
SN3009473,260219V,BERENDSEN UK LTD,SN3009473,1,"5,552.87",LAUNDRY,04/03/19,"5,552.87",Central Operations,Cleaning & Janitorial
105539066,050319V,IBM UK LIMITED,105539066,1,843.00,SOFTWARE COTS,06/03/19,"43,718.00",Information and Communication Technology,ICT
105539066,050319V,IBM UK LIMITED,105539066,2,"4,275.00",SOFTWARE COTS,06/03/19,,Information and Communication Technology,ICT
105539066,050319V,IBM UK LIMITED,105539066,3,"10,000.00",SOFTWARE COTS,06/03/19,,Information and Communication Technology,ICT
105539066,050319V,IBM UK LIMITED,105539066,4,"28,600.00",SOFTWARE COTS,06/03/19,,Information and Communication Technology,ICT
1089397,142602,DAIMLER FLEET MANAGEMENT,1089397,1,"5,247.51",LEASE CAR CHARGES,06/03/19,"4,828.17",Procurement,Vehicle Management
1089397,142602,DAIMLER FLEET MANAGEMENT,1089397,2,-419.34,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
1091415,142602,DAIMLER FLEET MANAGEMENT,1091415,1,"5,880.26",LEASE CAR CHARGES,06/03/19,"5,400.37",Procurement,Vehicle Management
1091415,142602,DAIMLER FLEET MANAGEMENT,1091415,2,-479.89,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
1091821,142602,DAIMLER FLEET MANAGEMENT,1091821,1,"6,341.75",LEASE CAR CHARGES,06/03/19,"5,822.94",Procurement,Vehicle Management
1091821,142602,DAIMLER FLEET MANAGEMENT,1091821,2,-518.81,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
1124842,142601,DAIMLER FLEET MANAGEMENT,1124842,1,"6,225.69",LEASE CAR CHARGES,06/03/19,"5,717.40",Procurement,Vehicle Management
1124842,142601,DAIMLER FLEET MANAGEMENT,1124842,2,-508.29,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
1124862,142602,DAIMLER FLEET MANAGEMENT,1124862,1,"4,360.04",LEASE CAR CHARGES,06/03/19,"4,013.06",Procurement,Vehicle Management
1124862,142602,DAIMLER FLEET MANAGEMENT,1124862,2,-346.98,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
1127271,250219O,FIREANGEL SAFETY TECHNOLOGY LD,1127271,1,735.00,FIRE DETECTORS,06/03/19,735.00,Fire Stations (South West),Health and Safety
11807493,050319K,LIGHTS4FUN,11807493,1,"2,970.04",GENERAL PUBLICITY,06/03/19,"2,970.04",Community Safety,Building Constr Materials
127733,050319K,SILVERSANDS LIMITED,127733,1,"2,850.00",SOFTWARE BESPOKE,06/03/19,"2,850.00",Information and Communication Technology,ICT
127734,050319K,SILVERSANDS LIMITED,127734,1,950.00,SOFTWARE BESPOKE,06/03/19,950.00,Information and Communication Technology,ICT
127737,050319K,SILVERSANDS LIMITED,127737,1,950.00,SOFTWARE COTS,06/03/19,950.00,Information and Communication Technology,ICT
167967,050319K,RESPIREX,167967,1,500.00,REPAIR & MAINTENANCE,06/03/19,500.00,Technical and Service Support,Furniture & Soft Furnishings
167976,050319K,RESPIREX,167976,1,500.00,REPAIR & MAINTENANCE,06/03/19,500.00,Technical and Service Support,Furniture & Soft Furnishings
18461847,250219O,NISBETS,18461847,1,512.88,CATERING EQUIPMENT,06/03/19,512.88,Fire Stations (South East),Catering
18461856,250219O,NISBETS,18461856,1,512.88,CATERING EQUIPMENT,06/03/19,512.88,Fire Stations (North West),Catering
19001943,040319V,BUREAU VERITAS,19001943,1,"102,565.46",SCIENTIFIC SERVICES,06/03/19,"102,565.46",Procurement,Environmental Services
221064,050319V,STITCHTECH LIMITED,221064,1,"9,900.00",UNIFORMS - POMS,06/03/19,"9,900.00",Procurement,Clothing
2910157002,200219K,DRAEGER SAFETY UK LIMITED,2910157002,1,308.00,TELEMETRY MAINTENANCE,06/03/19,325.00,Technical and Service Support,Fire & Rescue
2910157002,200219K,DRAEGER SAFETY UK LIMITED,2910157002,2,17.00,TELEMETRY MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
3920292175,050319K,OXFORDSHIRE COUNTY COUNCIL,3920292175,1,"6,968.97",FIRE AUTHS-MUTUAL ASSISTANCE,06/03/19,"6,968.97",CPO Planning,Non Influenceable Spend
3920298522,040319K,OXFORDSHIRE COUNTY COUNCIL,3920298522,1,"6,227.24",FIRE AUTHS-MUTUAL ASSISTANCE,06/03/19,"6,227.24",CPO Planning,Non Influenceable Spend
4415,050319K,PANLOGIC LTD,4415,1,374.64,CLOUD SERVICES,06/03/19,374.64,CPO Delivery,ICT
4416,050319K,PANLOGIC LTD,4416,1,494.88,CLOUD SERVICES,06/03/19,494.88,CPO Delivery,ICT
501M81381*,701806,BIFFA WASTE SERVICES LTD,501M81381*,1,"4,275.16",REACTIVE REFUSE COLLECTION,06/03/19,"4,275.16",Technical and Service Support,Environmental Services
501M85064*,701806,BIFFA WASTE SERVICES LTD,501M85064*,1,"4,404.65",REACTIVE REFUSE COLLECTION,06/03/19,"4,404.65",Technical and Service Support,Environmental Services
51046,050319K,SCHAWK UK LIMITED,51046,1,"2,105.00",PRINTING,06/03/19,"2,105.00",Community Safety,Facilities & Management Services
5176338,250219O,EASTERN SHIRES PURCHASING ORG,5176338,1,384.75,CATERING EQUIPMENT,06/03/19,384.75,Operational Resilience,Catering
57,050319K,ACE VEHICLE SERVICES LIMITED,57,1,320.00,OPERATIONAL EQUIP-PURCHASE,06/03/19,320.00,Fire Stations (South West),Fire & Rescue
60,050319K,ACE VEHICLE SERVICES LIMITED,60,1,320.00,OPERATIONAL EQUIP-PURCHASE,06/03/19,320.00,Fire Stations (North West),Fire & Rescue
601223,050319K,PREMIER HOSE TECHNOLOGIES LTD,601223,1,84.60,PROTECTIVE EQUIPT - PARTS,06/03/19,443.98,Technical and Service Support,Emergency Services
601223,050319K,PREMIER HOSE TECHNOLOGIES LTD,601223,2,341.88,PROTECTIVE EQUIPT - PARTS,06/03/19,,Technical and Service Support,Emergency Services
601223,050319K,PREMIER HOSE TECHNOLOGIES LTD,601223,3,17.50,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Furniture & Soft Furnishings
61,050319K,ACE VEHICLE SERVICES LIMITED,61,1,350.00,OPERATIONAL EQUIP-PURCHASE,06/03/19,350.00,Fire Stations (North West),Fire & Rescue
63,050319K,ACE VEHICLE SERVICES LIMITED,63,1,320.00,OPERATIONAL EQUIP-PURCHASE,06/03/19,320.00,Fire Stations (South West),Fire & Rescue
64,050319K,ACE VEHICLE SERVICES LIMITED,64,1,320.00,OPERATIONAL EQUIP-PURCHASE,06/03/19,320.00,Fire Stations (North West),Fire & Rescue
6971,040319K,A P HILLS SIGNS,6971,1,396.00,OPERATIONAL EQUIP-PURCHASE,06/03/19,396.00,Community Safety,Fire & Rescue
80200800,142601,ALPHABET GB LIMITED,80200800,1,373.89,LEASE CAR CHARGES,06/03/19,345.34,Procurement,Vehicle Management
80200800,142601,ALPHABET GB LIMITED,80200800,2,-28.55,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
80200801,142601,ALPHABET GB LIMITED,80200801,1,503.25,LEASE CAR CHARGES,06/03/19,462.83,Procurement,Vehicle Management
80200801,142601,ALPHABET GB LIMITED,80200801,2,-40.42,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
80200802,142601,ALPHABET GB LIMITED,80200802,1,356.89,LEASE CAR CHARGES,06/03/19,329.28,Procurement,Vehicle Management
80200802,142601,ALPHABET GB LIMITED,80200802,2,-27.61,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
80200803,142601,ALPHABET GB LIMITED,80200803,1,351.20,LEASE CAR CHARGES,06/03/19,323.02,Procurement,Vehicle Management
80200803,142601,ALPHABET GB LIMITED,80200803,2,-28.18,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
80201808,142601,ALPHABET GB LIMITED,80201808,1,"4,217.24",LEASE CAR CHARGES,06/03/19,"3,885.47",Procurement,Vehicle Management
80201808,142601,ALPHABET GB LIMITED,80201808,2,-331.77,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
8383,200219K,DYSLEXIA ASSESSMENT & CONSULTA,8383,1,495.00,LEARNING SUPPORT,06/03/19,495.00,People Services,Human Resources
8889441,050319K,GRANT THORNTON UK,8889441,1,"2,000.00",CONSULTANTS,06/03/19,"2,000.00",CPO Delivery,Consultancy
C177873,050319V,SITE EQUIP LTD,C177873,1,"10,000.00",OPERATIONAL EQUIP-PURCHASE,06/03/19,"10,000.00",Central Operations,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,1,162.14,REPAIR & MAINTENANCE,06/03/19,354.56,Technical and Service Support,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,2,14.65,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,3,119.97,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,4,7.81,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,5,10.89,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,6,6.60,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,7,17.50,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
CD20191004263,050319K,SURVITEC SERVICE &DISTRIBUTION,CD20191004263,8,15.00,REPAIR & MAINTENANCE,06/03/19,,Technical and Service Support,Fire & Rescue
EXI1245017,142601,LEX AUTOLEASE,EXI1245017,1,364.34,LEASE CAR CHARGES,06/03/19,334.50,Procurement,Vehicle Management
EXI1245017,142601,LEX AUTOLEASE,EXI1245017,2,-29.84,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
EXI1247526,142601,LEX AUTOLEASE,EXI1247526,1,348.73,LEASE CAR CHARGES,06/03/19,318.69,Procurement,Vehicle Management
EXI1247526,142601,LEX AUTOLEASE,EXI1247526,2,-30.04,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
EXI1248291,142601,LEX AUTOLEASE,EXI1248291,1,395.36,LEASE CAR CHARGES,06/03/19,363.09,Procurement,Vehicle Management
EXI1248291,142601,LEX AUTOLEASE,EXI1248291,2,-32.27,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
EXI1249603,142601,LEX AUTOLEASE,EXI1249603,1,313.67,LEASE CAR CHARGES,06/03/19,288.63,Procurement,Vehicle Management
EXI1249603,142601,LEX AUTOLEASE,EXI1249603,2,-25.04,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
EXI1249705,142601,LEX AUTOLEASE,EXI1249705,1,410.78,LEASE CAR CHARGES,06/03/19,377.80,Procurement,Vehicle Management
EXI1249705,142601,LEX AUTOLEASE,EXI1249705,2,-32.98,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
EXI1252322,142601,LEX AUTOLEASE,EXI1252322,1,396.25,LEASE CAR CHARGES,06/03/19,364.48,Procurement,Vehicle Management
EXI1252322,142601,LEX AUTOLEASE,EXI1252322,2,-31.77,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
INV-4288,800126976,NPS SHOES LTD,INV-4288,1,78.00,FOOTWEAR,06/03/19,"1,679.25",Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,2,39.00,FOOTWEAR,06/03/19,,Fire Stations (North East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,3,39.00,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,4,39.00,FOOTWEAR,06/03/19,,Fire Stations (North East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,5,39.00,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,6,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,7,35.25,FOOTWEAR,06/03/19,,Fire Stations (North East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,8,35.25,FOOTWEAR,06/03/19,,Fire Stations (South East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,9,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,10,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,11,35.25,FOOTWEAR,06/03/19,,Fire Stations (South East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,12,70.50,FOOTWEAR,06/03/19,,Fire Engineering & Specialist Fire Safety,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,13,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,14,35.25,FOOTWEAR,06/03/19,,Fire Stations (South East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,15,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,16,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,17,35.25,FOOTWEAR,06/03/19,,Control and Mobilising,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,18,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,19,35.25,FOOTWEAR,06/03/19,,Operational Resilience,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,20,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,21,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,22,35.25,FOOTWEAR,06/03/19,,Fire Stations (South East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,23,35.25,FOOTWEAR,06/03/19,,Fire Stations (South East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,24,35.25,FOOTWEAR,06/03/19,,Operational Resilience,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,25,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,26,35.25,FOOTWEAR,06/03/19,,Fire Stations (South East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,27,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,28,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,29,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,30,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,31,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,32,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,33,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,34,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,35,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,36,35.25,FOOTWEAR,06/03/19,,Fire Stations (South East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,37,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,38,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,39,35.25,FOOTWEAR,06/03/19,,Fire Stations (North West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,40,35.25,FOOTWEAR,06/03/19,,Fire Stations (North East),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,41,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,42,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,43,35.25,FOOTWEAR,06/03/19,,Fire Stations (South West),Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,44,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
INV-4288,800126976,NPS SHOES LTD,INV-4288,45,35.25,FOOTWEAR,06/03/19,,Firefighter Trainees,Clothing
MRI8232862,142601,LEX AUTOLEASE,MRI8232862,1,"5,772.82",LEASE CAR CHARGES,06/03/19,"5,297.04",Procurement,Vehicle Management
MRI8232862,142601,LEX AUTOLEASE,MRI8232862,2,-475.78,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
MRI8233292,142601,LEX AUTOLEASE,MRI8233292,1,"5,069.36",LEASE CAR CHARGES,06/03/19,"4,663.32",Procurement,Vehicle Management
MRI8233292,142601,LEX AUTOLEASE,MRI8233292,2,-406.04,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
MRI8233301,142601,LEX AUTOLEASE,MRI8233301,1,"3,927.29",LEASE CAR CHARGES,06/03/19,"3,614.88",Procurement,Vehicle Management
MRI8233301,142601,LEX AUTOLEASE,MRI8233301,2,-312.41,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
MRI8233422,142601,LEX AUTOLEASE,MRI8233422,1,"5,204.75",LEASE CAR CHARGES,06/03/19,"4,780.80",Procurement,Vehicle Management
MRI8233422,142601,LEX AUTOLEASE,MRI8233422,2,-423.95,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
NV84724,800127009,APEX LIFT & ESCALATOR,NV84724,1,277.98,REACTIVE LIFTS,06/03/19,277.98,Technical and Service Support,Facilities & Management Services
OP/I836995,040319V,PHOENIX SOFTWARE LTD,OP/I836995,1,"8,249.99",SOFTWARE COTS,06/03/19,"8,249.99",Information and Communication Technology,ICT
PH-206454,050319K,ETC VENUES LTD,PH-206454,1,810.00,HIRE OF FACILITIES,06/03/19,810.00,CPO People Programme,Facilities & Management Services
RAIN295472,142601,LEX AUTOLEASE,RAIN295472,1,"4,257.28",LEASE CAR CHARGES,06/03/19,"3,985.80",Procurement,Vehicle Management
RAIN295472,142601,LEX AUTOLEASE,RAIN295472,2,-271.48,VAT CAR LEASING,06/03/19,,Finance Services,Vehicle Management
WEB43451,050319K,COLENA LTD TA HELIGUY,WEB43451,1,500.00,OPERATIONAL EQUIP-PURCHASE,06/03/19,500.00,Operational Policy,Fire & Rescue
0000114078,200219K,ADVANCED FURNITURE,0000114078,1,758.35,OFFICE FURNITURE,07/03/19,758.35,Fire Engineering & Specialist Fire Safety,Furniture & Soft Furnishings
0000114081,150219K,ADVANCED FURNITURE,0000114081,1,"1,104.18",OFFICE FURNITURE,07/03/19,"1,104.18",Fire Stations (North West),Furniture & Soft Furnishings
0000114082,150219K,ADVANCED FURNITURE,0000114082,1,"1,577.40",OFFICE FURNITURE,07/03/19,"1,577.40",Fire Stations (North East),Furniture & Soft Furnishings
0010108127,010319K,EDWARDES BROS DULWICH LTD,0010108127,1,708.00,OPERATIONAL EQUIP-PURCHASE,07/03/19,708.00,Fire Stations (South West),Fire & Rescue
1001183488,142597,ALLEN AND OVERY LLP,1001183488,1,"1,500.00",PROFESSIONAL FEES GENERAL,07/03/19,"1,500.00",General Counsel,Legal Services
10109,142600,MR GEORGE THOMAS,10109,1,"8,973.50",COUNSELS FEES,07/03/19,"8,973.50",Compensation Budgets,Legal Services
1057997,800126602,HAYS SPECIALIST RECRUITMENT,1057997,1,620.90,FRS STAFF AGENCY,07/03/19,620.90,Management Support,Human Resources
1057998,800126592,HAYS SPECIALIST RECRUITMENT,1057998,1,506.52,FRS STAFF AGENCY,07/03/19,506.52,Management Support,Human Resources
1057999,800126598,HAYS SPECIALIST RECRUITMENT,1057999,1,389.62,FRS STAFF AGENCY,07/03/19,389.62,People Services,Human Resources
1058000,800126589,HAYS SPECIALIST RECRUITMENT,1058000,1,"1,159.73",FRS STAFF AGENCY,07/03/19,"1,159.73",General Counsel,Human Resources
1058001,800126583,HAYS SPECIALIST RECRUITMENT,1058001,1,"1,072.17",FRS STAFF AGENCY,07/03/19,"1,072.17",Operational Policy,Human Resources
1058002,800126601,HAYS SPECIALIST RECRUITMENT,1058002,1,630.00,FRS STAFF AGENCY,07/03/19,630.00,Finance Services,Human Resources
1058003,800126597,HAYS SPECIALIST RECRUITMENT,1058003,1,878.85,FRS STAFF AGENCY,07/03/19,878.85,Information and Communication Technology,Human Resources
1058004,800126593,HAYS SPECIALIST RECRUITMENT,1058004,1,820.99,FRS STAFF AGENCY,07/03/19,820.99,Health and Safety,Human Resources
