 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,39,150.86,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,40,150.2,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,41,148.14,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,42,144.04,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,43,144.03,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,44,143.25,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,45,137.26,FUEL,02/02/2015,,Technical And Service Support,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,46,135.89,FUEL,02/02/2015,,CBRN RRT,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,47,135.44,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,48,133.56,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,49,126.83,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,50,126.65,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,51,124.79,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,52,124.51,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,53,121.32,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,54,121.14,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,55,120.8,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,56,119.83,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,57,113.09,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,58,110.56,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,59,108.23,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,60,103.63,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,61,102.32,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,62,101.64,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,63,100.55,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,64,98.03,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,65,97.56,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,66,96.66,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,67,94.96,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,68,94.14,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,69,91.57,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,70,89.99,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,71,89.74,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,72,83.72,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,73,80.77,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,74,77.08,FUEL,02/02/2015,,Operational Procedures,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,75,75.85,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,76,71.21,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,77,70.04,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,78,70,FUEL,02/02/2015,,Operational Resilience,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,79,69.17,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,80,68.91,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,81,68.41,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,82,67.49,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,83,66.07,FUEL,02/02/2015,,Operations Non Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,84,63.66,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,85,63.11,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,86,62.77,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,87,58.19,FUEL,02/02/2015,,Operations Non Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,88,57.9,FUEL,02/02/2015,,Operations Non Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,89,56.95,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,90,55.64,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,91,52.45,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,92,47.46,FUEL,02/02/2015,,Command Units,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,93,44.84,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,94,44.07,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,95,43.35,FUEL,02/02/2015,,LIFE - LFB Funded,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,96,38.93,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,97,33.38,FUEL,02/02/2015,,Technical And Service Support,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,98,28.19,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
800057866,ALLSTAR BUSINESS SOLUTIONS LTD,E2004149466,99,25.73,FUEL,02/02/2015,,Operations Fire Stations,Vehicle Management
190115C,HALL FUELS,I07302727,1,"2,670.60",FUEL,02/02/2015,"2,670.60",Operations Fire Stations,Vehicle Management
270115E,BABCOCK CIVIL INFRASTRUCTURE,II5000899,1,300,STRATEGIC (NON CYCLICAL),02/02/2015,300,Technical And Service Support,"Works - Construction, R&M"
270115E,BABCOCK CIVIL INFRASTRUCTURE,II5000900,1,541.32,STRATEGIC (NON CYCLICAL),02/02/2015,541.32,Technical And Service Support,"Works - Construction, R&M"
270115E,BABCOCK CIVIL INFRASTRUCTURE,II5000901,1,483.73,STRATEGIC (NON CYCLICAL),02/02/2015,483.73,Technical And Service Support,"Works - Construction, R&M"
270115E,BABCOCK CIVIL INFRASTRUCTURE,II5000902,1,"1,039.62",STRATEGIC (NON CYCLICAL),02/02/2015,"1,039.62",Technical And Service Support,"Works - Construction, R&M"
270115E,BABCOCK CIVIL INFRASTRUCTURE,II5000903,1,"2,168.83",STRATEGIC (NON CYCLICAL),02/02/2015,"2,168.83",Technical And Service Support,"Works - Construction, R&M"
270115E,BABCOCK CIVIL INFRASTRUCTURE,II5000904,1,"2,026.29",STRATEGIC (NON CYCLICAL),02/02/2015,"2,026.29",Technical And Service Support,"Works - Construction, R&M"
260115G,BENNETT MECHANICAL SERVICES LT,L5084,1,"43,126.44",PROF FEES-MISCELLANEOUS,02/02/2015,"43,126.44",Technical and Service Support,Building Constr Materials
270115E,ETC VENUES LTD================,MO-98083,1,472,PROFESSIONAL DEVELOPMENT,02/02/2015,472,National Operational Guidance Project,Human Resources
280115C,KCOM GROUP====================,PA171533,1,"2,719.86",DEVELOPMT  EXP-COMPUTER CABLES,02/02/2015,"6,147.52",Technical and Service Support,ICT
280115C,KCOM GROUP====================,PA171533,2,591.84,DEVELOPMT  EXP-COMPUTER CABLES,02/02/2015,,Technical and Service Support,ICT
280115C,KCOM GROUP====================,PA171533,3,781.82,DEVELOPMT  EXP-COMPUTER CABLES,02/02/2015,,Technical and Service Support,ICT
280115C,KCOM GROUP====================,PA171533,4,804,DEVELOPMT  EXP-COMPUTER CABLES,02/02/2015,,Technical and Service Support,ICT
280115C,KCOM GROUP====================,PA171533,5,"1,250.00",DEVELOPMT  EXP-COMPUTER CABLES,02/02/2015,,Technical and Service Support,ICT
140940,RADIOCOMS SYSTEMS LIMITED=====,RSLSI14007109,1,595,RADIO,02/02/2015,595,Information and Communication Technology,ICT
270115E,SABRE SAFETY LTD,SUKIN14241,1,249.9,PROTECTIVE EQUIPT - PARTS,02/02/2015,446.2,Technical and Service Support, Fire & Rescue 
270115E,SABRE SAFETY LTD,SUKIN14241,2,183.8,PROTECTIVE EQUIPT - PARTS,02/02/2015,,Technical and Service Support, Fire & Rescue 
270115E,SABRE SAFETY LTD,SUKIN14241,3,12.5,REPAIR & MAINTENANCE,02/02/2015,,Technical And Service Support, Fire & Rescue 
270115E,SPEAKERS TRUST,WEB/004049,1,257.5,PROFESSIONAL DEVELOPMENT,02/02/2015,772.5,LIFE - LFB Funded,Human Resources
270115E,SPEAKERS TRUST,WEB/004049,2,257.5,PROFESSIONAL DEVELOPMENT,02/02/2015,,LIFE - LFB Funded,Human Resources
270115E,SPEAKERS TRUST,WEB/004049,3,257.5,PROFESSIONAL DEVELOPMENT,02/02/2015,,LIFE - LFB Funded,Human Resources
020215C,APPLUS LLT,320,1,"3,750.00",GENERAL,03/02/2015,"3,750.00",Procurement,Vehicle Management
020215C,APPLUS LLT,331,1,"3,750.00",GENERAL,03/02/2015,"3,750.00",Procurement,Vehicle Management
020215C,APPLUS LLT,15002,1,"3,750.00",GENERAL,04/02/2015,"3,750.00",Procurement,Vehicle Management
140944,THE SALVATION ARMY============,VATC141205,1,456,REFRESHMENTS,04/02/2015,456,Operational Procedures,Social Community Care S&S
210115C,HEALTH MANAGEMENT LIMITED=====,125193,1,600,THIRD PARTY REPORTS,05/02/2015,600,HR Excluding Secondments,Healthcare
280115C,SYNERGY HEALTH LAB SERVICE LTD,127584,1,190,DRUG & ALCOHOL TESTS,05/02/2015,380,HR Excluding Secondments,Healthcare
280115C,SYNERGY HEALTH LAB SERVICE LTD,127584,2,190,DRUG & ALCOHOL TESTS,05/02/2015,,HR Excluding Secondments,Healthcare
300115C,MOOLANDS LTD,1715,1,"3,670.00",STRATEGIC (NON CYCLICAL),05/02/2015,"3,670.00",Technical and Service Support,"Works - Construction, R&M"
210115C,JAYMART=======================,1087473,1,271.18,FIXTURES & FITTINGS,05/02/2015,271.18,Technical And Service Support,Building Constr Materials
020215C,STEELCASE SOLUTIONS===========,48083,1,630.27,OFFICE FURNITURE,05/02/2015,630.27,Technical And Service Support,Furniture
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,1,24.44,CLOTHING,05/02/2015,"1,275.42",Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,2,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,3,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,4,25.08,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,5,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,6,25.08,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,7,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,8,25.08,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,9,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,10,25.08,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,11,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,12,25.08,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,13,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,14,25.08,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,15,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,16,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,17,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,18,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,19,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,20,22.44,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,21,20.4,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,22,24.44,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,23,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,24,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,25,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,26,24.44,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,27,22.59,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,28,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,29,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,30,19.89,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,31,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,32,22.02,CLOTHING,05/02/2015,,Firefighter Trainees,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,33,18.33,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,34,22.59,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,35,6.63,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,36,18.33,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,37,22.02,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,38,12.22,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,39,7.34,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,40,18.33,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,41,22.02,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,42,14.68,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,43,18.33,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,44,14.68,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,45,13.26,CLOTHING,05/02/2015,,Operations Non Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,46,6.11,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,47,6.27,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,48,22.02,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,49,7.34,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,50,5.76,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,51,7.53,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,52,22.02,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,53,7.34,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,54,6.63,CLOTHING,05/02/2015,,Operational Procedures,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,55,5.61,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,56,7.34,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,57,7.34,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,58,22.44,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,59,11.52,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,60,11.52,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,61,22.02,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,62,13.26,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,63,13.26,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,64,20.4,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,65,6.11,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,66,22.02,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
020215C,HUNTER APPAREL SOLUTIONS LTD==,62796,67,14.68,CLOTHING,05/02/2015,,Operations Fire Stations,Clothing
